abandon	əˈbændən
showing	ˈʃəʊɪŋ
shri	ʃriː
shrike	ʃraɪk
shrift	ʃrɪft
shrimping	ˈʃrɪmpɪŋ
shrimper	ˈʃrɪmpə(r)
shrinkage	ˈʃrɪŋkɪdʒ
shrine	ʃraɪn
shroud	ʃraʊd
shrubby	ˈʃrʌbi
shuck	ʃʌk
shtick	ʃtɪk
shudder	ˈʃʌdə(r)
shrunk	ʃrʌŋk
shrunken	ˈʃrʌŋkən
shucks	ʃʌks
shuffle	ˈʃʌfl
shrub	ʃrʌb
shush	ʃʊʃ
shuffleboard	ˈʃʌflbɔːd
shtetl	ˈʃtetl
shutter	ˈʃʌtə(r)
shunt	ʃʌnt
shuttered	ˈʃʌtəd
shutout	ˈʃʌtaʊt
shuttlecock	ˈʃʌtlkɒk
shutterbug	ˈʃʌtəbʌɡ
shutdown	ˈʃʌtdaʊn
shyster	ˈʃaɪstə(r)
sibilant	ˈsɪbɪlənt
shuttle	ˈʃʌtl
sibling	ˈsɪblɪŋ
si	ˌes ˈaɪ
sic	sɪk
sibyl	ˈsɪbl
sibylline	ˈsɪbɪlaɪn
sick	sɪk
sickbay	ˈsɪkbeɪ
sib	sɪb
sickie	ˈsɪki
sicken	ˈsɪkən
sickener	ˈsɪkənə(r)
sickbed	ˈsɪkbed
sickle	ˈsɪkl
side	saɪd
sickness	ˈsɪknəs
sickroom	ˈsɪkruːm
sickout	ˈsɪkaʊt
sideboard	ˈsaɪdbɔːd
sideline	ˈsaɪdlaɪn
sickening	ˈsɪkənɪŋ
sickeningly	ˈsɪkənɪŋli
sidelong	ˈsaɪdlɒŋ
sidelight	ˈsaɪdlaɪt
sidecar	ˈsaɪdkɑː(r)
sidebar	ˈsaɪdbɑː(r)
sidekick	ˈsaɪdkɪk
sidereal	saɪˈdɪəriəl
sideshow	ˈsaɪdʃəʊ
sideswipe	ˈsaɪdswaɪp
sidetrack	ˈsaɪdtræk
sidestroke	ˈsaɪdstrəʊk
sideways	ˈsaɪdweɪz
siding	ˈsaɪdɪŋ
sidle	ˈsaɪdl
sidewinder	ˈsaɪdwaɪndə(r)
sideward	ˈsaɪdwəd
sierra	siˈerə
sidewalk	ˈsaɪdwɔːk
siesta	siˈestə
sienna	siˈenə
sift	sɪft
sigh	saɪ
sieve	sɪv
siemens	ˈsiːmənz
siege	siːdʒ
sightless	ˈsaɪtləs
sighted	ˈsaɪtɪd
sifter	ˈsɪftə(r)
sighting	ˈsaɪtɪŋ
signage	ˈsaɪnɪdʒ
signal	ˈsɪɡnəl
sigma	ˈsɪɡmə
signboard	ˈsaɪnbɔːd
signature	ˈsɪɡnətʃə(r)
signaller	ˈsɪɡnələ(r)
signified	ˈsɪɡnɪfaɪd
signalman	ˈsɪɡnəlmən
signalmen	ˈsɪɡnəlmən
sight	saɪt
sign	saɪn
signing	ˈsaɪnɪŋ
signification	ˌsɪɡnɪfɪˈkeɪʃn
signpost	ˈsaɪnpəʊst
silencer	ˈsaɪlənsə(r)
significance	sɪɡˈnɪfɪkəns
significant	sɪɡˈnɪfɪkənt
significantly	sɪɡˈnɪfɪkəntli
signifier	ˈsɪɡnɪfaɪə(r)
silage	ˈsaɪlɪdʒ
silently	ˈsaɪləntli
silhouette	ˌsɪluˈet
silica	ˈsɪlɪkə
silicate	ˈsɪlɪkeɪt
silicon	ˈsɪlɪkən
silent	ˈsaɪlənt
silicone	ˈsɪlɪkəʊn
silence	ˈsaɪləns
silicosis	ˌsɪlɪˈkəʊsɪs
silken	ˈsɪlkən
sill	sɪl
silk	sɪlk
silkworm	ˈsɪlkwɜːm
silver	ˈsɪlvə(r)
silverback	ˈsɪlvəbæk
silverside	ˈsɪlvəsaɪd
silversmith	ˈsɪlvəsmɪθ
silverware	ˈsɪlvəweə(r)
simian	ˈsɪmiən
simile	ˈsɪməli
similitude	sɪˈmɪlɪtjuːd
simmer	ˈsɪmə(r)
silvery	ˈsɪlvəri
sim	sɪm
similarly	ˈsɪmələli
similar	ˈsɪmələ(r)
simper	ˈsɪmpə(r)
simperingly	ˈsɪmpərɪŋli
simplex	ˈsɪmpleks
simpleton	ˈsɪmpltən
simplification	ˌsɪmplɪfɪˈkeɪʃn
simpatico	sɪmˈpætɪkəʊ
simply	ˈsɪmpli
simplistic	sɪmˈplɪstɪk
simplistically	sɪmˈplɪstɪkli
simulacrum	ˌsɪmjuˈleɪkrəm
simulacra	ˌsɪmjuˈleɪkrə
simulator	ˈsɪmjuleɪtə(r)
simulation	ˌsɪmjuˈleɪʃn
simulated	ˈsɪmjuleɪtɪd
sin	sɪn
since	sɪns
simulate	ˈsɪmjuleɪt
simultaneous	ˌsɪmlˈteɪniəs
simultaneity	ˌsɪmltəˈneɪəti
simultaneously	ˌsɪmlˈteɪniəsli
sincerely	sɪnˈsɪəli
sinew	ˈsɪnjuː
sinful	ˈsɪnfl
sinfully	ˈsɪnfəli
sinfulness	ˈsɪnflnəs
sinecure	ˈsɪnɪkjʊə(r)
single	ˈsɪŋɡl
sine	saɪn
sinewy	ˈsɪnjuːi
sing	sɪŋ
sang	sæŋ
sung	sæŋ
singular	ˈsɪŋɡjələ(r)
singleton	ˈsɪŋɡltən
sinfonietta	ˌsɪnfəʊnɪˈetə
singing	ˈsɪŋɪŋ
singleness	ˈsɪŋɡlnəs
singlet	ˈsɪŋɡlət
singly	ˈsɪŋɡli
singularly	ˈsɪŋɡjələli
sinkhole	ˈsɪŋkhəʊl
singer	ˈsɪŋə(r)
singularity	ˌsɪŋɡjuˈlærəti
sinner	ˈsɪnə(r)
sinister	ˈsɪnɪstə(r)
sinker	ˈsɪŋkə(r)
sinology	saɪˈnɒlədʒi
sinologist	saɪˈnɒlədʒɪst
sinuous	ˈsɪnjuəs
sinuously	ˈsɪnjuəsli
sinus	ˈsaɪnəs
sinusitis	ˌsaɪnəˈsaɪtɪs
siphon	ˈsaɪfn
sire	ˈsaɪə(r)
siren	ˈsaɪrən
siree	səˈriː
sisal	ˈsaɪsl
sirloin	ˈsɜːlɔɪn
sisterly	ˈsɪstəli
sis	sɪs
sir	sɜː(r)
sister	ˈsɪstə(r)
sitar	sɪˈtɑː(r)
sit	sɪt
sitting	sæt
sat	sæt
sat	sæt
sisterhood	ˈsɪstəhʊd
sitcom	ˈsɪtkɒm
sitting	ˈsɪtɪŋ
situate	ˈsɪtʃueɪt
situated	ˈsɪtʃueɪtɪd
situation	ˌsɪtʃuˈeɪʃn
situational	ˌsɪtʃuˈeɪʃənl
site	saɪt
sixteen	ˌsɪksˈtiːn
sixteenth	ˌsɪksˈtiːnθ
sitter	ˈsɪtə(r)
sixpence	ˈsɪkspəns
sixty	ˈsɪksti
sixtieth	ˈsɪkstiəθ
sixfold	ˈsɪksfəʊld
sizzling	ˈsɪzlɪŋ
six	sɪks
sixth	sɪksθ
sizeable	ˈsaɪzəbl
ska	skɑː
sjambok	ˈʃæmbɒk
skate	skeɪt
sizzle	ˈsɪzl
skateboard	ˈskeɪtbɔːd
skateboarder	ˈskeɪtbɔːdə(r)
skateboarding	ˈskeɪtbɔːdɪŋ
skater	ˈskeɪtə(r)
skedaddle	skɪˈdædl
skating	ˈskeɪtɪŋ
size	saɪz
skeletal	ˈskelətl
skeleton	ˈskelɪtn
skein	skeɪn
skeeter	ˈskiːtə(r)
sketchbook	ˈsketʃbʊk
skelm	skelm
skepticism	ˈskeptɪsɪzəm
skeptical	ˈskeptɪkl
skeptically	ˈskeptɪkli
skewed	skjuːd
skeptic	ˈskeptɪk
sketch	sketʃ
skew	skjuː
skewbald	ˈskjuːbɔːld
skewer	ˈskjuːə(r)
skiff	skɪf
skiing	ˈskiːɪŋ
skillet	ˈskɪlɪt
skiffle	ˈskɪfl
skier	ˈskiːə(r)
skimobile	ˈskiːməbiːl
skinful	ˈskɪnfʊl
skimp	skɪmp
skinflint	ˈskɪnflɪnt
skink	skɪŋk
skilled	skɪld
skill	skɪl
skintight	skɪnˈtaɪt
skirmish	ˈskɜːmɪʃ
skinhead	ˈskɪnhed
skipper	ˈskɪpə(r)
skipjack	ˈskɪpdʒæk
skint	skɪnt
skitter	ˈskɪtə(r)
skin	skɪn
skittle	ˈskɪtl
skive	skaɪv
skiver	skaɪvə(r)
skit	skɪt
skirt	skɜːt
skua	ˈskjuːə
skulk	skʌlk
skull	skʌl
skullcap	ˈskʌlkæp
skulduggery	skʌlˈdʌɡəri
skittish	ˈskɪtɪʃ
skittishly	ˈskɪtɪʃli
skittishness	ˈskɪtɪʃnəs
skybox	ˈskaɪbɒks
skunk	skʌŋk
skyjack	ˈskaɪdʒæk
skyjacking	ˈskaɪdʒækɪŋ
skyjacker	ˈskaɪdʒækə(r)
skycap	ˈskaɪkæp
skylight	ˈskaɪlaɪt
skydiving	ˈskaɪdaɪvɪŋ
skydiver	ˈskaɪdaɪvə(r)
skylark	ˈskaɪlɑːk
skyline	ˈskaɪlaɪn
skywards	ˈskaɪwədz
skyscraper	ˈskaɪskreɪpə(r)
slacker	ˈslækə(r)
slag	slæɡ
slab	slæb
slacks	slæks
slake	sleɪk
slainte	ˈslɑːntʃə
slain	sleɪn
slacken	ˈslækən
slalom	ˈslɑːləm
slammer	ˈslæmə(r)
slant	slɑːnt
slander	ˈslɑːndə(r)
slanderous	ˈslɑːndərəs
slash	slæʃ
slang	slæŋ
slanting	ˈslɑːntɪŋ
slasher	ˈslæʃə(r)
slate	sleɪt
slapstick	ˈslæpstɪk
slapper	ˈslæpə(r)
slanted	ˈslɑːntɪd
slated	ˈsleɪtɪd
slapdash	ˈslæpdæʃ
slattern	ˈslætən
slatternly	ˈslætənli
slather	ˈslæðə(r)
slave	sleɪv
slat	slæt
slaver	ˈslævə(r)
slavery	ˈsleɪvəri
slaty	ˈsleɪti
slatted	ˈslætɪd
slaughterhouse	ˈslɔːtəhaʊs
slaughter	ˈslɔːtə(r)
slavish	ˈsleɪvɪʃ
slavishly	ˈsleɪvɪʃli
sleaze	sliːz
sledgehammer	ˈsledʒhæmə(r)
sledging	ˈsledʒɪŋ
sledge	sledʒ
sleepover	ˈsliːpəʊvə(r)
sleepless	ˈsliːpləs
sleeplessly	ˈsliːpləsli
sleeplessness	ˈsliːpləsnəs
sleet	sliːt
sleepwalk	ˈsliːpwɔːk
sleepwalker	ˈsliːpwɔːkə(r)
sleepyhead	ˈsliːpihed
sleeper	ˈsliːpə(r)
slept	slept
sleigh	sleɪ
sleep	sliːp
slept	slept
slept	slept
slice	slaɪs
sleuth	sluːθ
slew	sluː
slicker	ˈslɪkə(r)
sleuthing	ˈsluːθɪŋ
slider	ˈslaɪdə(r)
slightly	ˈslaɪtli
slimmer	ˈslɪmə(r)
sling	slɪŋ
slung	slʌŋ
slung	slʌŋ
slide	slaɪd
slid	slɪd
slid	slɪd
slimeball	ˈslaɪmbɔːl
slime	slaɪm
slingshot	ˈslɪŋʃɒt
slink	slɪŋk
slunk	slʌŋk
slunk	slʌŋk
slimming	ˈslɪmɪŋ
slippage	ˈslɪpɪdʒ
slipper	ˈslɪpə(r)
slipshod	ˈslɪpʃɒd
slipover	ˈslɪpəʊvə(r)
slipstream	ˈslɪpstriːm
slippery	ˈslɪpəri
slippered	ˈslɪpəd
slither	ˈslɪðə(r)
slithery	ˈslɪðəri
slipway	ˈslɪpweɪ
slit	slɪt
sliver	ˈslɪvə(r)
slob	slɒb
slobber	ˈslɒbə(r)
sloganeering	ˌsləʊɡəˈnɪərɪŋ
sloe	sləʊ
sloshed	slɒʃt
slot	slɒt
slogan	ˈsləʊɡən
sloth	sləʊθ
slouch	slaʊtʃ
slosh	slɒʃ
sloop	sluːp
slothful	ˈsləʊθfl
slotted	ˈslɒtɪd
slovenly	ˈslʌvnli
slovenliness	ˈslʌvnlinəs
slope	sləʊp
slough	slaʊ
slub	slʌb
slubbed	slʌbd
slowdown	ˈsləʊdaʊn
sludge	slʌdʒ
slugger	ˈslʌɡə(r)
slugfest	ˈslʌɡfest
slowpoke	ˈsləʊpəʊk
sluice	sluːs
slug	slʌɡ
slowly	ˈsləʊli
slum	slʌm
sluggard	ˈslʌɡəd
sluggardly	ˈslʌɡədli
slumber	ˈslʌmbə(r)
sluggish	ˈslʌɡɪʃ
sluggishly	ˈslʌɡɪʃli
sluggishness	ˈslʌɡɪʃnəs
slump	slʌmp
slurp	slɜːp
slumlord	ˈslʌmlɔːd
slumped	slʌmpt
slunk	slʌŋk
slung	slʌŋ
slurry	ˈslʌri
smack	smæk
smacker	ˈsmækə(r)
smacking	ˈsmækɪŋ
smallish	ˈsmɔːlɪʃ
sly	slaɪ
slyly	slaɪli
slyness	slaɪnəs
smallholder	ˈsmɔːlhəʊldə(r)
smallholding	ˈsmɔːlhəʊldɪŋ
smallpox	ˈsmɔːlpɒks
smashed	smæʃt
smashing	ˈsmæʃɪŋ
smear	smɪə(r)
smasher	ˈsmæʃə(r)
smattering	ˈsmætərɪŋ
smarten	ˈsmɑːtn
smarts	smɑːts
smelt	smelt
smash	smæʃ
smegma	ˈsmeɡmə
smidgen	ˈsmɪdʒən
smelter	ˈsmeltə(r)
smiley	ˈsmaɪli
smirk	smɜːk
smilingly	ˈsmaɪlɪŋli
smite	smaɪt
smote	sməʊt
smitten	sməʊt
smithereens	ˌsmɪðəˈriːnz
smile	smaɪl
smoke	sməʊk
smokeless	ˈsməʊkləs
smoker	ˈsməʊkə(r)
smocking	ˈsmɒkɪŋ
smock	smɒk
smokestack	ˈsməʊkstæk
smith	smɪθ
smitten	ˈsmɪtn
smoothie	ˈsmuːði
smorgasbord	ˈsmɔːɡəsbɔːd
smote	sməʊt
smoulder	ˈsməʊldə(r)
smudge	smʌdʒ
smooch	smuːtʃ
smoking	ˈsməʊkɪŋ
smother	ˈsmʌðə(r)
smuggle	ˈsmʌɡl
smug	smʌɡ
smugly	smʌɡli
smugness	smʌɡnəs
smuggling	ˈsmʌɡlɪŋ
smuggler	ˈsmʌɡlə(r)
smudgy	ˈsmʌdʒi
smutty	ˈsmʌti
snaffle	ˈsnæfl
snafu	snæˈfuː
smut	smʌt
smoothly	ˈsmuːðli
snake	sneɪk
snag	snæɡ
snakebite	ˈsneɪkbaɪt
snakeskin	ˈsneɪkskɪn
snack	snæk
snail	sneɪl
snaky	ˈsneɪki
snapper	ˈsnæpə(r)
snapdragon	ˈsnæpdræɡən
snapshot	ˈsnæpʃɒt
snare	sneə(r)
snarky	ˈsnɑːki
snatch	snætʃ
snarl	snɑːl
sneaking	ˈsniːkɪŋ
snatcher	ˈsnætʃə(r)
sneak	sniːk
sneaker	ˈsniːkə(r)
sneeze	sniːz
sneer	snɪə(r)
sneeringly	ˈsnɪərɪŋli
sniffle	ˈsnɪfl
snicker	ˈsnɪkə(r)
snigger	ˈsnɪɡə(r)
sniffy	ˈsnɪfi
sniff	snɪf
snifter	ˈsnɪftə(r)
snipe	snaɪp
sniping	snaɪpɪŋ
sniper	ˈsnaɪpə(r)
snippy	ˈsnɪpi
snippet	ˈsnɪpɪt
snitch	snɪtʃ
snit	snɪt
snob	snɒb
snobbery	ˈsnɒbəri
snivelling	ˈsnɪvlɪŋ
snoop	snuːp
snood	snuːd
snook	snuːk
snobbish	ˈsnɒbɪʃ
snobbishness	ˈsnɒbɪʃnəs
snoot	snuːt
snooker	ˈsnuːkə(r)
snooze	snuːz
snow	snəʊ
snowball	ˈsnəʊbɔːl
snout	snaʊt
snot	snɒt
snort	snɔːt
snowboard	ˈsnəʊbɔːd
snowdrop	ˈsnəʊdrɒp
snowflake	ˈsnəʊfleɪk
snowblower	ˈsnəʊbləʊə(r)
snowbound	ˈsnəʊbaʊnd
snowfield	ˈsnəʊfiːld
snowdrift	ˈsnəʊdrɪft
snowmobile	ˈsnəʊməbiːl
snowboarding	ˈsnəʊbɔːdɪŋ
snowboarder	ˈsnəʊbɔːdə(r)
snowfall	ˈsnəʊfɔːl
snowman	ˈsnəʊmæn
snowmen	ˈsnəʊmen
snowstorm	ˈsnəʊstɔːm
snowshoe	ˈsnəʊʃuː
snowscape	ˈsnəʊskeɪp
snowslide	ˈsnəʊslaɪd
snuff	snʌf
snuggle	ˈsnʌɡl
soak	səʊk
snuffle	ˈsnʌfl
soap	səʊp
snug	snʌɡ
snugly	snʌɡli
snugness	snʌɡnəs
soaking	ˈsəʊkɪŋ
soapbox	ˈsəʊpbɒks
soaked	səʊkt
soar	sɔː(r)
soapstone	ˈsəʊpstəʊn
soapy	ˈsəʊpi
soapsuds	ˈsəʊpsʌdz
sobering	ˈsəʊbərɪŋ
sobriquet	ˈsəʊbrɪkeɪ
sociable	ˈsəʊʃəbl
sociability	ˌsəʊʃəˈbɪləti
sobriety	səˈbraɪəti
socialist	ˈsəʊʃəlɪst
socialite	ˈsəʊʃəlaɪt
socialize	ˈsəʊʃəlaɪz
socialistic	ˌsəʊʃəˈlɪstɪk
sociolinguistics	ˌsəʊsiəʊlɪŋˈɡwɪstɪks
sociolinguistic	ˌsəʊsiəʊlɪŋˈɡwɪstɪk
socialization	ˌsəʊʃəlaɪˈzeɪʃn
socialism	ˈsəʊʃəlɪzəm
societal	səˈsaɪətl
social	ˈsəʊʃl
socially	ˈsəʊʃəli
sociology	ˌsəʊsiˈɒlədʒi
sociological	ˌsəʊsiəˈlɒdʒɪkl
sociologically	ˌsəʊsiəˈlɒdʒɪkli
sociopath	ˈsəʊsiəʊpæθ
sociocultural	ˌsəʊsiəʊˈkʌltʃərəl
sociopolitical	ˌsəʊsiəʊpəˈlɪtɪkl
sociologist	ˌsəʊsiˈɒlədʒɪst
soccer	ˈsɒkə(r)
sod	sɒd
sodden	ˈsɒdn
socking	ˈsɒkɪŋ
sock	sɒk
socket	ˈsɒkɪt
soda	ˈsəʊdə
sodium	ˈsəʊdiəm
sodomy	ˈsɒdəmi
sofa	ˈsəʊfə
sodomite	ˈsɒdəmaɪt
sodding	ˈsɒdɪŋ
soften	ˈsɒfn
sodomize	ˈsɒdəmaɪz
softener	ˈsɒfnə(r)
softball	ˈsɒftbɔːl
softly	ˈsɒftli
soignee	ˈswɑːnjeɪ
software	ˈsɒftweə(r)
softwood	ˈsɒftwʊd
soiree	ˈswɑːreɪ
sojourn	ˈsɒdʒən
sol	sɒl
solace	ˈsɒləs
solace	ˈsɒləs
solder	ˈsəʊldə(r)
soil	sɔɪl
solar	ˈsəʊlə(r)
solarium	səˈleəriəm
soldier	ˈsəʊldʒə(r)
soldierly	ˈsəʊldʒəli
soldiery	ˈsəʊldʒəri
sole	səʊl
soldiering	ˈsəʊldʒərɪŋ
solemn	ˈsɒləm
solemnly	ˈsɒləmli
solely	ˈsəʊlli
solecism	ˈsɒlɪsɪzəm
solemnize	ˈsɒləmnaɪz
solenoid	ˈsɒlənɔɪd
sold	səʊld
solemnity	səˈlemnəti
solicitous	səˈlɪsɪtəs
solicitously	səˈlɪsɪtəsli
solicit	səˈlɪsɪt
solicitation	səˌlɪsɪˈtəɪʃn
solicitor	səˈlɪsɪtə(r)
solicitude	səˈlɪsɪtjuːd
solidly	ˈsɒlɪdli
solidarity	ˌsɒlɪˈdærəti
solidity	səˈlɪdəti
solid	ˈsɒlɪd
solitaire	ˌsɒlɪˈteə(r)
solipsism	ˈsɒlɪpsɪzəm
solipsistic	ˌsɒlɪpˈsɪstɪk
solitude	ˈsɒlɪtjuːd
soloist	ˈsəʊləʊɪst
solitary	ˈsɒlətri
solitariness	ˈsɒlətrinəs
solo	ˈsəʊləʊ
solstice	ˈsɒlstɪs
soluble	ˈsɒljəbl
solubility	ˌsɒljuˈbɪləti
solve	sɒlv
solvency	ˈsɒlvənsi
solver	ˈsɒlvə(r)
solvent	ˈsɒlvənt
some	səm
somersault	ˈsʌməsɔːlt
someplace	ˈsʌmpleɪs
solution	səˈluːʃn
somehow	ˈsʌmhaʊ
something	ˈsʌmθɪŋ
someway	ˈsʌmweɪ
sometime	ˈsʌmtaɪm
someone	ˈsʌmwʌn
somnambulist	sɒmˈnæmbjəlɪst
somnambulism	sɒmˈnæmbjəlɪzəm
son	sʌn
sommelier	səˈmelɪeɪ
somewhat	ˈsʌmwɒt
sonata	səˈnɑːtə
song	sɒŋ
songbird	ˈsɒŋbɜːd
sometimes	ˈsʌmtaɪmz
somewhere	ˈsʌmweə(r)
songwriting	ˈsɒŋraɪtɪŋ
songstress	ˈsɒŋstrəs
songster	ˈsɒŋstə(r)
songbook	ˈsɒŋbʊk
somebody	ˈsʌmbədi
songwriter	ˈsɒŋraɪtə(r)
sonnet	ˈsɒnɪt
songsmith	ˈsɒŋsmɪθ
sonic	ˈsɒnɪk
sonorous	ˈsɒnərəs
sonority	səˈnɒrəti
sonorously	ˈsɒnərəsli
sonny	ˈsʌni
soothe	suːð
soothing	suːðɪŋ
soothingly	suːðɪŋli
soother	ˈsuːðə(r)
sook	suːk
soot	sʊt
sooty	ˈsʊti
sophistication	səˌfɪstɪˈkeɪʃn
sophomore	ˈsɒfəmɔː(r)
sophisticated	səˈfɪstɪkeɪtɪd
sophisticate	səˈfɪstɪkeɪt
sophist	ˈsɒfɪst
soothsayer	ˈsuːθseɪə(r)
soprano	səˈprɑːnəʊ
sopranos	səˈprɑːnəʊz
sop	sɒp
sorbet	ˈsɔːbeɪ
soporific	ˌsɒpəˈrɪfɪk
sorcerer	ˈsɔːsərə(r)
sorceress	ˈsɔːsərəs
sopping	ˈsɒpɪŋ
sordid	ˈsɔːdɪd
sorcery	ˈsɔːsəri
sorghum	ˈsɔːɡəm
sorely	ˈsɔːli
sorrow	ˈsɒrəʊ
sorrel	ˈsɒrəl
sort	sɔːt
sorrowful	ˈsɒrəʊfl
sorrowfully	ˈsɒrəʊfəli
sortie	ˈsɔːti
sostenuto	ˌsɒstəˈnjuːtəʊ
sorted	ˈsɔːtɪd
sou	suː
sos	ˌes əʊ ˈes
souffle	ˈsuːfleɪ
sough	saʊ
soulless	ˈsəʊlləs
soubriquet	ˈsuːbrɪkeɪ
sought	sɔːt
sound	saʊnd
soul	səʊl
souk	suːk
soundbox	ˈsaʊndbɒks
soulful	ˈsəʊlfl
soulfully	ˈsəʊlfəli
soulfulness	ˈsəʊlflnəs
soundless	ˈsaʊndləs
soundlessly	ˈsaʊndləsli
sounding	ˈsaʊndɪŋ
soundalike	ˈsaʊndəlaɪk
soup	suːp
soundly	ˈsaʊndli
soupcon	ˈsuːpsɒn
soundproof	ˈsaʊndpruːf
soundtrack	ˈsaʊndtræk
sourcebook	ˈsɔːsbʊk
sourpuss	ˈsaʊəpʊs
souse	saʊs
soused	saʊst
soupy	ˈsuːpi
sourdough	ˈsaʊədəʊ
sousaphone	ˈsuːzəfəʊn
southerly	ˈsʌðəli
southbound	ˈsaʊθbaʊnd
southpaw	ˈsaʊθpɔː
source	sɔːs
southwards	ˈsaʊθwədz
southward	ˈsaʊθwəd
southernmost	ˈsʌðənməʊst
south	saʊθ
southerner	ˈsʌðənə(r)
sovereign	ˈsɒvrɪn
soviet	ˈsəʊviət
sovereignty	ˈsɒvrənti
souvlaki	suːˈvlæki
soya	ˈsɔɪə
southern	ˈsʌðən
souvenir	ˌsuːvəˈnɪə(r)
sow	səʊ
sowed	səʊn
sown	səʊn
sowed	səʊn
sowed	səʊn
space	speɪs
sower	ˈsəʊə(r)
spa	spɑː
spaceship	ˈspeɪsʃɪp
spaceman	ˈspeɪsmæn
spacemen	ˈspeɪsmen
spacesuit	ˈspeɪssuːt
spacewalk	ˈspeɪswɔːk
sozzled	ˈsɒzld
spacey	ˈspeɪsi
spacious	ˈspeɪʃəs
spaciously	ˈspeɪʃəsli
spaciousness	ˈspeɪʃəsnəs
spacing	ˈspeɪsɪŋ
spadework	ˈspeɪdwɜːk
spade	speɪd
spake	speɪk
span	spæn
spaghetti	spəˈɡeti
spandex	ˈspændeks
spank	spæŋk
spangle	ˈspæŋɡl
spaniel	ˈspænjəl
spanner	ˈspænə(r)
spanking	ˈspæŋkɪŋ
sparing	ˈspeərɪŋ
sparingly	ˈspeərɪŋli
spare	speə(r)
spark	spɑːk
sparky	ˈspɑːki
sparkler	ˈspɑːklə(r)
sparkling	ˈspɑːklɪŋ
sparrow	ˈspærəʊ
sparkle	ˈspɑːkl
spasmodic	spæzˈmɒdɪk
spasmodically	spæzˈmɒdɪkli
spartan	ˈspɑːtn
spat	spæt
spate	speɪt
spasm	ˈspæzəm
spatter	ˈspætə(r)
spatial	ˈspeɪʃl
spatially	ˈspeɪʃəli
spastic	ˈspæstɪk
spawn	spɔːn
speak	spiːk
spoke	spəʊk
spoken	spəʊk
spatula	ˈspætʃələ
spay	speɪ
speaker	ˈspiːkə(r)
spear	spɪə(r)
speakerphone	ˈspiːkəfəʊn
speargun	ˈspɪəɡʌn
spearhead	ˈspɪəhed
special	ˈspeʃl
spec	spek
specialized	ˈspeʃəlaɪzd
specialize	ˈspeʃəlaɪz
specialization	ˌspeʃəlaɪˈzeɪʃn
spearmint	ˈspɪəmɪnt
specialism	ˈspeʃəlɪzəm
speciesism	ˈspiːʃiːzɪzəm
speciesist	ˈspiːʃiːzɪst
specific	spəˈsɪfɪk
specification	ˌspesɪfɪˈkeɪʃn
specious	ˈspiːʃəs
specialist	ˈspeʃəlɪst
speckle	ˈspekl
specificity	ˌspesɪˈfɪsəti
specifics	spəˈsɪfɪks
specs	speks
speckled	ˈspekld
specifically	spəˈsɪfɪkli
speck	spek
spectator	spekˈteɪtə(r)
spectra	ˈspektrə
specimen	ˈspesɪmən
specially	ˈspeʃəli
spectacle	ˈspektəkl
spectre	ˈspektə(r)
spectate	spekˈteɪt
speculate	ˈspekjuleɪt
speech	spiːtʃ
spectral	ˈspektrəl
speculator	ˈspekjuleɪtə(r)
spectroscope	ˈspektrəskəʊp
spectroscopic	ˌspektrəˈskɒpɪk
spectroscopy	spekˈtrɒskəpi
speculum	ˈspekjələm
speed	spiːd
speedboat	ˈspiːdbəʊt
speculation	ˌspekjuˈleɪʃn
spectrum	ˈspektrəm
spectra	ˈspektrə
speedometer	spiːˈdɒmɪtə(r)
speechifying	ˈspiːtʃɪfaɪɪŋ
speedster	ˈspiːdstə(r)
speechless	ˈspiːtʃləs
speechlessly	ˈspiːtʃləsli
speechlessness	ˈspiːtʃləsnəs
speedway	ˈspiːdweɪ
speeding	ˈspiːdɪŋ
speedwell	ˈspiːdwel
speleologist	ˌspiːliˈɒlədʒɪst
speleology	ˌspiːliˈɒlədʒi
speller	ˈspelə(r)
spellbound	ˈspelbaʊnd
spelt	spelt
spelter	ˈspeltə(r)
spellbinding	ˈspelbaɪndɪŋ
spender	ˈspendə(r)
spending	ˈspendɪŋ
spendthrift	ˈspendθrɪft
spelling	ˈspelɪŋ
spent	spent
spelunking	spɪˈlʌŋkɪŋ
spelunker	spɪˈlʌŋkə(r)
spermicide	ˈspɜːmɪsaɪd
spermicidal	ˌspɜːmɪˈsaɪdl
spermatozoon	ˌspɜːmətəˈzəʊən
spermatozoa	ˌspɜːmətəˈzəʊə
spew	spjuː
sphagnum	ˈsfæɡnəm
spend	spend
spent	spent
spent	spent
spheroid	ˈsfɪərɔɪd
sphere	sfɪə(r)
spherical	ˈsferɪkl
spherically	ˈsferɪkli
sphincter	ˈsfɪŋktə(r)
spice	spaɪs
sphinx	sfɪŋks
spick	spɪk
spider	ˈspaɪdə(r)
spic	spɪk
spidery	ˈspaɪdəri
spiff	spɪf
spigot	ˈspɪɡət
spiel	ʃpiːl
spiffing	ˈspɪfɪŋ
spiked	ˈspaɪkt
spies	spaɪz
spiky	ˈspaɪki
spikiness	ˈspaɪkinəs
spike	spaɪk
spiffy	ˈspɪfi
spillover	ˈspɪləʊvə(r)
spin	spɪn
spinning	spʌn
spun	spʌn
spun	spʌn
spillage	ˈspɪlɪdʒ
spinach	ˈspɪnɪtʃ
spillikins	ˈspɪlɪkɪnz
spillway	ˈspɪlweɪ
spine	spaɪn
