a	eɪ
sibling	ˈsɪblɪŋ
sib	sɪb
sibilant	ˈsɪbɪlənt
sickie	ˈsɪki
sickening	ˈsɪkənɪŋ
sickeningly	ˈsɪkənɪŋli
sickle	ˈsɪkl
side	saɪd
sideburn	ˈsaɪdbɜːn
sicken	ˈsɪkən
sickener	ˈsɪkənə(r)
sickness	ˈsɪknəs
shut	ʃʌt
sideboard	ˈsaɪdbɔːd
sicko	ˈsɪkəʊ
sickly	ˈsɪkli
sidecar	ˈsaɪdkɑː(r)
sideward	ˈsaɪdwəd
sidewalk	ˈsaɪdwɔːk
siding	ˈsaɪdɪŋ
sideways	ˈsaɪdweɪz
siege	siːdʒ
sideswipe	ˈsaɪdswaɪp
sidereal	saɪˈdɪəriəl
sidelight	ˈsaɪdlaɪt
sidelong	ˈsaɪdlɒŋ
sieve	sɪv
sidle	ˈsaɪdl
sick	sɪk
sievert	ˈsiːvət
sighted	ˈsaɪtɪd
sight	saɪt
sienna	siˈenə
siemens	ˈsiːmənz
sidewinder	ˈsaɪdwaɪndə(r)
sidetrack	ˈsaɪdtræk
siesta	siˈestə
sightseeing	ˈsaɪtsiːɪŋ
sightsee	ˈsaɪtsiː
sierra	siˈerə
sightless	ˈsaɪtləs
signal	ˈsɪɡnəl
sift	sɪft
sigma	ˈsɪɡmə
sighting	ˈsaɪtɪŋ
sifter	ˈsɪftə(r)
sigh	saɪ
sign	saɪn
signature	ˈsɪɡnətʃə(r)
signaller	ˈsɪɡnələ(r)
signalman	ˈsɪɡnəlmən
signalmen	ˈsɪɡnəlmən
significant	sɪɡˈnɪfɪkənt
signage	ˈsaɪnɪdʒ
signboard	ˈsaɪnbɔːd
signatory	ˈsɪɡnətri
significantly	sɪɡˈnɪfɪkəntli
signify	ˈsɪɡnɪfaɪ
significance	sɪɡˈnɪfɪkəns
signification	ˌsɪɡnɪfɪˈkeɪʃn
silage	ˈsaɪlɪdʒ
signified	ˈsɪɡnɪfaɪd
signing	ˈsaɪnɪŋ
signifier	ˈsɪɡnɪfaɪə(r)
signpost	ˈsaɪnpəʊst
silencer	ˈsaɪlənsə(r)
silicone	ˈsɪlɪkəʊn
silk	sɪlk
silhouette	ˌsɪluˈet
silica	ˈsɪlɪkə
silkie	ˈsɪlki
silken	ˈsɪlkən
silicate	ˈsɪlɪkeɪt
silicon	ˈsɪlɪkən
silently	ˈsaɪləntli
silicosis	ˌsɪlɪˈkəʊsɪs
silkworm	ˈsɪlkwɜːm
silence	ˈsaɪləns
silent	ˈsaɪlənt
silky	ˈsɪlki
silo	ˈsaɪləʊ
sill	sɪl
silly	ˈsɪli
silliness	ˈsɪlinəs
silt	sɪlt
silvertail	ˈsɪlvəteɪl
silverware	ˈsɪlvəweə(r)
similarly	ˈsɪmələli
silverback	ˈsɪlvəbæk
similar	ˈsɪmələ(r)
similarity	ˌsɪməˈlærəti
silvery	ˈsɪlvəri
silversmith	ˈsɪlvəsmɪθ
simile	ˈsɪməli
simmer	ˈsɪmə(r)
silver	ˈsɪlvə(r)
similitude	sɪˈmɪlɪtjuːd
simian	ˈsɪmiən
silverside	ˈsɪlvəsaɪd
sim	sɪm
simpatico	sɪmˈpætɪkəʊ
simper	ˈsɪmpə(r)
simplification	ˌsɪmplɪfɪˈkeɪʃn
simply	ˈsɪmpli
simplex	ˈsɪmpleks
simpleton	ˈsɪmpltən
simplify	ˈsɪmplɪfaɪ
sincere	sɪnˈsɪə(r)
sincerity	sɪnˈserəti
since	sɪns
sincerely	sɪnˈsɪəli
simple	ˈsɪmpl
simplicity	sɪmˈplɪsəti
simulacrum	ˌsɪmjuˈleɪkrəm
simulacra	ˌsɪmjuˈleɪkrə
simulator	ˈsɪmjuleɪtə(r)
simulcast	ˈsɪmlkɑːst
sinecure	ˈsɪnɪkjʊə(r)
sine	saɪn
sinew	ˈsɪnjuː
simulation	ˌsɪmjuˈleɪʃn
simulated	ˈsɪmjuleɪtɪd
simulate	ˈsɪmjuleɪt
singe	sɪndʒ
single	ˈsɪŋɡl
sin	sɪn
simultaneous	ˌsɪmlˈteɪniəs
simultaneity	ˌsɪmltəˈneɪəti
singing	ˈsɪŋɪŋ
singlet	ˈsɪŋɡlət
sinewy	ˈsɪnjuːi
sinful	ˈsɪnfl
sinfully	ˈsɪnfəli
sinfonietta	ˌsɪnfəʊnɪˈetə
singularly	ˈsɪŋɡjələli
singleness	ˈsɪŋɡlnəs
sinister	ˈsɪnɪstə(r)
sinker	ˈsɪŋkə(r)
sink	sɪŋk
sank	sæŋk
sunk	sʌŋk
singular	ˈsɪŋɡjələ(r)
sing	sɪŋ
sang	sæŋ
sung	sʌŋ
singleton	ˈsɪŋɡltən
singer	ˈsɪŋə(r)
singly	ˈsɪŋɡli
singularity	ˌsɪŋɡjuˈlærəti
sinusitis	ˌsaɪnəˈsaɪtɪs
sinuous	ˈsɪnjuəs
sinuously	ˈsɪnjuəsli
sip	sɪp
sinner	ˈsɪnə(r)
siphon	ˈsaɪfn
sinus	ˈsaɪnəs
sir	sɜː(r)
sirloin	ˈsɜːlɔɪn
siren	ˈsaɪrən
sire	ˈsaɪə(r)
sirocco	sɪˈrɒkəʊ
sisal	ˈsaɪsl
sis	sɪs
sitar	sɪˈtɑː(r)
sit	sɪt
sat	sæt
sister	ˈsɪstə(r)
sissy	ˈsɪsi
sisterly	ˈsɪstəli
situate	ˈsɪtʃueɪt
sitter	ˈsɪtə(r)
sisterhood	ˈsɪstəhʊd
sitcom	ˈsɪtkɒm
six	sɪks
sitting	ˈsɪtɪŋ
sixteen	ˌsɪksˈtiːn
sixteenth	ˌsɪksˈtiːnθ
sixth	sɪksθ
sixty	ˈsɪksti
sixtieth	ˈsɪkstiəθ
sizzle	ˈsɪzl
size	saɪz
sizeable	ˈsaɪzəbl
sjambok	ˈʃæmbɒk
ska	skɑː
situated	ˈsɪtʃueɪtɪd
site	saɪt
sixpence	ˈsɪkspəns
sixfold	ˈsɪksfəʊld
skank	skæŋk
skateboard	ˈskeɪtbɔːd
sizzling	ˈsɪzlɪŋ
skating	ˈskeɪtɪŋ
skein	skeɪn
skater	ˈskeɪtə(r)
skatepark	ˈskeɪtpɑːk
skedaddle	skɪˈdædl
skeleton	ˈskelɪtn
skeeter	ˈskiːtə(r)
skate	skeɪt
skeletal	ˈskelətl
skeptic	ˈskeptɪk
sketch	sketʃ
sketchy	ˈsketʃi
skew	skjuː
skelm	skelm
ski	skiː
situation	ˌsɪtʃuˈeɪʃn
situational	ˌsɪtʃuˈeɪʃənl
skid	skɪd
skiffle	ˈskɪfl
skeptical	ˈskeptɪkl
skeptically	ˈskeptɪkli
skill	skɪl
skewed	skjuːd
skier	ˈskiːə(r)
skiff	skɪf
skim	skɪm
skillet	ˈskɪlɪt
skimp	skɪmp
skimpy	ˈskɪmpi
skin	skɪn
skewer	ˈskjuːə(r)
skijoring	ˈskiːdʒɔːrɪŋ
skepticism	ˈskeptɪsɪzəm
skerry	ˈskeri
skinhead	ˈskɪnhed
skink	skɪŋk
skincare	ˈskɪnkeə(r)
skewbald	ˈskjuːbɔːld
skinny	ˈskɪni
skip	skɪp
skirmish	ˈskɜːmɪʃ
skilled	skɪld
skiing	ˈskiːɪŋ
skidpan	ˈskɪdpæn
skinflint	ˈskɪnflɪnt
skipjack	ˈskɪpdʒæk
skint	skɪnt
skinful	ˈskɪnfʊl
skipper	ˈskɪpə(r)
skilful	ˈskɪlfl
skilfully	ˈskɪlfəli
skulduggery	skʌlˈdʌɡəri
sky	skaɪ
skit	skɪt
skittle	ˈskɪtl
skitter	ˈskɪtə(r)
skivvy	ˈskɪvi
skydiving	ˈskaɪdaɪvɪŋ
skydiver	ˈskaɪdaɪvə(r)
skull	skʌl
skolly	ˈskɒli
skulk	skʌlk
skirt	skɜːt
skittish	ˈskɪtɪʃ
skittishly	ˈskɪtɪʃli
slab	slæb
slack	slæk
slackly	slækli
skunk	skʌŋk
skua	ˈskjuːə
skyjack	ˈskaɪdʒæk
skyjacking	ˈskaɪdʒækɪŋ
skylark	ˈskaɪlɑːk
skylight	ˈskaɪlaɪt
skyscraper	ˈskaɪskreɪpə(r)
slag	slæɡ
skyline	ˈskaɪlaɪn
slacken	ˈslækən
skywards	ˈskaɪwədz
slalom	ˈslɑːləm
slacks	slæks
slake	sleɪk
slammer	ˈslæmə(r)
slang	slæŋ
slain	sleɪn
slant	slɑːnt
slap	slæp
slash	slæʃ
slasher	ˈslæʃə(r)
slat	slæt
slate	sleɪt
slangy	ˈslæŋi
slanted	ˈslɑːntɪd
slapper	ˈslæpə(r)
slam	slæm
slattern	ˈslætən
slatternly	ˈslætənli
slaughter	ˈslɔːtə(r)
slaty	ˈsleɪti
slaver	ˈslævə(r)
slanting	ˈslɑːntɪŋ
slander	ˈslɑːndə(r)
slanderous	ˈslɑːndərəs
slavery	ˈsleɪvəri
slather	ˈslæðə(r)
slapstick	ˈslæpstɪk
slatted	ˈslætɪd
slavish	ˈsleɪvɪʃ
slavishly	ˈsleɪvɪʃli
slated	ˈsleɪtɪd
slave	sleɪv
sled	sled
sledding	sledɪŋ
sleazy	ˈsliːzi
sleaziness	ˈsliːzinəs
sledge	sledʒ
sleek	sliːk
sleekly	sliːkli
sleep	sliːp
slept	slept
sleaze	sliːz
slay	sleɪ
slew	sluː
slain	sleɪn
sleepless	ˈsliːpləs
sleeplessly	ˈsliːpləsli
sleepwalk	ˈsliːpwɔːk
sleepwalker	ˈsliːpwɔːkə(r)
sleeper	ˈsliːpə(r)
sledging	ˈsledʒɪŋ
slender	ˈslendə(r)
slice	slaɪs
sleet	sliːt
slew	sluː
slick	slɪk
slickly	slɪkli
sleepy	ˈsliːpi
sleepily	ˈsliːpɪli
sleuthing	ˈsluːθɪŋ
slept	slept
slicker	ˈslɪkə(r)
sleigh	sleɪ
slight	slaɪt
sleuth	sluːθ
sleeve	sliːv
slim	slɪm
slimness	slɪmnəs
slider	ˈslaɪdə(r)
slime	slaɪm
slimline	ˈslɪmlaɪn
slingback	ˈslɪŋbæk
slimming	ˈslɪmɪŋ
sling	slɪŋ
slung	slʌŋ
slimmer	ˈslɪmə(r)
slimy	ˈslaɪmi
slipper	ˈslɪpə(r)
slink	slɪŋk
slunk	slʌŋk
slimeball	ˈslaɪmbɔːl
slide	slaɪd
slid	slɪd
slipover	ˈslɪpəʊvə(r)
slipway	ˈslɪpweɪ
sliver	ˈslɪvə(r)
slippered	ˈslɪpəd
slightly	ˈslaɪtli
slinky	ˈslɪŋki
slippery	ˈslɪpəri
slobber	ˈslɒbə(r)
slithery	ˈslɪðəri
sloe	sləʊ
slog	slɒɡ
sloganeering	ˌsləʊɡəˈnɪərɪŋ
sloop	sluːp
slope	sləʊp
sloppy	ˈslɒpi
sloppily	ˈslɒpɪli
sloshed	slɒʃt
slipshod	ˈslɪpʃɒd
slipstream	ˈslɪpstriːm
slit	slɪt
slither	ˈslɪðə(r)
slippy	ˈslɪpi
slot	slɒt
slob	slɒb
sloth	sləʊθ
slip	slɪp
slothful	ˈsləʊθfl
slotted	ˈslɒtɪd
slouchy	slaʊtʃi
slogan	ˈsləʊɡən
slosh	slɒʃ
slop	slɒp
slouch	slaʊtʃ
slowpoke	ˈsləʊpəʊk
slub	slʌb
slubbed	slʌbd
slough	slaʊ
slowcoach	ˈsləʊkəʊtʃ
slovenly	ˈslʌvnli
slovenliness	ˈslʌvnlinəs
slugfest	ˈslʌɡfest
slow	sləʊ
slowness	sləʊnəs
slum	slʌm
slumber	ˈslʌmbə(r)
sludge	slʌdʒ
slug	slʌɡ
slowly	ˈsləʊli
slumlord	ˈslʌmlɔːd
slung	slʌŋ
slur	slɜː(r)
sluggard	ˈslʌɡəd
sluggardly	ˈslʌɡədli
sluice	sluːs
slurp	slɜːp
sly	slaɪ
slyly	slaɪli
slump	slʌmp
smacking	ˈsmækɪŋ
small	smɔːl
smallness	smɔːlnəs
slugger	ˈslʌɡə(r)
slurry	ˈslʌri
slut	slʌt
smallholder	ˈsmɔːlhəʊldə(r)
slumped	slʌmpt
slunk	slʌŋk
sluggish	ˈslʌɡɪʃ
sluggishly	ˈslʌɡɪʃli
smacker	ˈsmækə(r)
slush	slʌʃ
smack	smæk
smallish	ˈsmɔːlɪʃ
smallpox	ˈsmɔːlpɒks
smart	smɑːt
smartly	smɑːtli
smartish	ˈsmɑːtɪʃ
smashed	smæʃt
smashing	ˈsmæʃɪŋ
smarten	ˈsmɑːtn
smallholding	ˈsmɔːlhəʊldɪŋ
smarmy	ˈsmɑːmi
smarts	smɑːts
smash	smæʃ
smasher	ˈsmæʃə(r)
smell	smel
smelly	ˈsmeli
smile	smaɪl
smattering	ˈsmætərɪŋ
smear	smɪə(r)
smelt	smelt
smiley	ˈsmaɪli
smidgen	ˈsmɪdʒən
smelter	ˈsmeltə(r)
smegma	ˈsmeɡmə
smirk	smɜːk
smite	smaɪt
smote	sməʊt
smitten	ˈsmɪtn
smocking	ˈsmɒkɪŋ
smoke	sməʊk
smilingly	ˈsmaɪlɪŋli
smock	smɒk
smitten	ˈsmɪtn
smithy	ˈsmɪði
smog	smɒɡ
smithereens	ˌsmɪðəˈriːnz
smokeless	ˈsməʊkləs
smoko	ˈsməʊkəʊ
smoodge	smuːdʒ
smokescreen	ˈsməʊkskriːn
smith	smɪθ
smote	sməʊt
smoothly	ˈsmuːðli
smother	ˈsmʌðə(r)
smudge	smʌdʒ
smuggle	ˈsmʌɡl
smoothie	ˈsmuːði
smoky	ˈsməʊki
smoker	ˈsməʊkə(r)
smooch	smuːtʃ
smut	smʌt
smoulder	ˈsməʊldə(r)
smug	smʌɡ
smugly	smʌɡli
snack	snæk
snag	snæɡ
smooth	smuːð
smoothness	smuːðnəs
smuggler	ˈsmʌɡlə(r)
smudgy	ˈsmʌdʒi
smuggling	ˈsmʌɡlɪŋ
smoking	ˈsməʊkɪŋ
snaffle	ˈsnæfl
snakeskin	ˈsneɪkskɪn
snap	snæp
snafu	snæˈfuː
snakebite	ˈsneɪkbaɪt
snarl	snɑːl
snail	sneɪl
smutty	ˈsmʌti
snake	sneɪk
snapper	ˈsnæpə(r)
snappy	ˈsnæpi
snatcher	ˈsnætʃə(r)
sneaker	ˈsniːkə(r)
snapdragon	ˈsnæpdræɡən
sneaky	ˈsniːki
sneakily	ˈsniːkɪli
snapshot	ˈsnæpʃɒt
snatch	snætʃ
sneer	snɪə(r)
sneeringly	ˈsnɪərɪŋli
sneaking	ˈsniːkɪŋ
snaky	ˈsneɪki
sneak	sniːk
snazzy	ˈsnæzi
snare	sneə(r)
sneeze	sniːz
snicker	ˈsnɪkə(r)
sniffy	ˈsnɪfi
snifter	ˈsnɪftə(r)
sniffle	ˈsnɪfl
snigger	ˈsnɪɡə(r)
sniff	snɪf
snide	snaɪd
snip	snɪp
sniper	ˈsnaɪpə(r)
snippy	ˈsnɪpi
snitch	snɪtʃ
snivelling	ˈsnɪvlɪŋ
snog	snɒɡ
snit	snɪt
snivel	ˈsnɪvl
snook	snuːk
snooker	ˈsnuːkə(r)
snippet	ˈsnɪpɪt
snipe	snaɪp
sniping	snaɪpɪŋ
snob	snɒb
snoot	snuːt
snobbery	ˈsnɒbəri
snore	snɔː(r)
snorkelling	ˈsnɔːkəlɪŋ
snood	snuːd
snoop	snuːp
snobbish	ˈsnɒbɪʃ
snobbishness	ˈsnɒbɪʃnəs
snooze	snuːz
snooty	ˈsnuːti
snot	snɒt
snout	snaʊt
snorkel	ˈsnɔːkl
snow	snəʊ
snowblower	ˈsnəʊbləʊə(r)
snowboard	ˈsnəʊbɔːd
snowboarding	ˈsnəʊbɔːdɪŋ
snowboarder	ˈsnəʊbɔːdə(r)
snowdrop	ˈsnəʊdrɒp
snotty	ˈsnɒti
snowflake	ˈsnəʊfleɪk
snowball	ˈsnəʊbɔːl
snowfield	ˈsnəʊfiːld
snowdrift	ˈsnəʊdrɪft
snort	snɔːt
snowline	ˈsnəʊlaɪn
snowfall	ˈsnəʊfɔːl
snub	snʌb
snowmobile	ˈsnəʊməbiːl
snuffbox	ˈsnʌfbɒks
snug	snʌɡ
snugly	snʌɡli
soak	səʊk
snowman	ˈsnəʊmæn
snowmen	ˈsnəʊmen
soaked	səʊkt
snowscape	ˈsnəʊskeɪp
snowstorm	ˈsnəʊstɔːm
soapbox	ˈsəʊpbɒks
snuffle	ˈsnʌfl
snowy	ˈsnəʊi
snuff	snʌf
soapy	ˈsəʊpi
soaraway	ˈsɔːrəweɪ
sober	ˈsəʊbə(r)
soccer	ˈsɒkə(r)
snuggle	ˈsnʌɡl
soaking	ˈsəʊkɪŋ
soca	ˈsəʊkə
sociable	ˈsəʊʃəbl
sociability	ˌsəʊʃəˈbɪləti
soap	səʊp
sobering	ˈsəʊbərɪŋ
sobriquet	ˈsəʊbrɪkeɪ
sobriety	səˈbraɪəti
soapstone	ˈsəʊpstəʊn
socialize	ˈsəʊʃəlaɪz
sob	sɒb
soar	sɔː(r)
societal	səˈsaɪətl
socialization	ˌsəʊʃəlaɪˈzeɪʃn
sociolinguistics	ˌsəʊsiəʊlɪŋˈɡwɪstɪks
sociolinguistic	ˌsəʊsiəʊlɪŋˈɡwɪstɪk
socialist	ˈsəʊʃəlɪst
socialite	ˈsəʊʃəlaɪt
sock	sɒk
sociolect	ˈsəʊsiəʊlekt
socialistic	ˌsəʊʃəˈlɪstɪk
socialism	ˈsəʊʃəlɪzəm
social	ˈsəʊʃl
socially	ˈsəʊʃəli
sodding	ˈsɒdɪŋ
sodium	ˈsəʊdiəm
socket	ˈsɒkɪt
sociopath	ˈsəʊsiəʊpæθ
sodomize	ˈsɒdəmaɪz
sodden	ˈsɒdn
sod	sɒd
socking	ˈsɒkɪŋ
softener	ˈsɒfnə(r)
sofa	ˈsəʊfə
softie	ˈsɒfti
softball	ˈsɒftbɔːl
soda	ˈsəʊdə
sociologist	ˌsəʊsiˈɒlədʒɪst
society	səˈsaɪəti
software	ˈsɒftweə(r)
soggy	ˈsɒɡi
sociology	ˌsəʊsiˈɒlədʒi
sociological	ˌsəʊsiəˈlɒdʒɪkl
soh	səʊ
softwood	ˈsɒftwʊd
softly	ˈsɒftli
sodomy	ˈsɒdəmi
soften	ˈsɒfn
soil	sɔɪl
sol	sɒl
solar	ˈsəʊlə(r)
sojourn	ˈsɒdʒən
solarium	səˈleəriəm
soft	sɒft
softness	sɒftnəs
soldier	ˈsəʊldʒə(r)
soldiering	ˈsəʊldʒərɪŋ
soldierly	ˈsəʊldʒəli
solemn	ˈsɒləm
solemnly	ˈsɒləmli
sole	səʊl
solace	ˈsɒləs
solace	ˈsɒləs
solder	ˈsəʊldə(r)
solecism	ˈsɒlɪsɪzəm
solely	ˈsəʊlli
soldiery	ˈsəʊldʒəri
solicit	səˈlɪsɪt
solicitation	səˌlɪsɪˈtəɪʃn
solemnity	səˈlemnəti
solenoid	ˈsɒlənɔɪd
solicitor	səˈlɪsɪtə(r)
solemnize	ˈsɒləmnaɪz
solicitude	səˈlɪsɪtjuːd
solid	ˈsɒlɪd
solidarity	ˌsɒlɪˈdærəti
solidity	səˈlɪdəti
solipsism	ˈsɒlɪpsɪzəm
solipsistic	ˌsɒlɪpˈsɪstɪk
sold	səʊld
solitaire	ˌsɒlɪˈteə(r)
solidify	səˈlɪdɪfaɪ
solidification	səˌlɪdɪfɪˈkeɪʃn
solitary	ˈsɒlətri
solitariness	ˈsɒlətrinəs
solicitous	səˈlɪsɪtəs
solicitously	səˈlɪsɪtəsli
solitude	ˈsɒlɪtjuːd
solo	ˈsəʊləʊ
soliloquy	səˈlɪləkwi
soliloquize	səˈlɪləkwaɪz
solidly	ˈsɒlɪdli
soloist	ˈsəʊləʊɪst
solstice	ˈsɒlstɪs
soluble	ˈsɒljəbl
solubility	ˌsɒljuˈbɪləti
solution	səˈluːʃn
solvent	ˈsɒlvənt
someplace	ˈsʌmpleɪs
sometime	ˈsʌmtaɪm
someway	ˈsʌmweɪ
some	səm
sombre	ˈsɒmbə(r)
somewhat	ˈsʌmwɒt
solve	sɒlv
somehow	ˈsʌmhaʊ
something	ˈsʌmθɪŋ
somnambulist	sɒmˈnæmbjəlɪst
somnambulism	sɒmˈnæmbjəlɪzəm
solver	ˈsɒlvə(r)
somersault	ˈsʌməsɔːlt
sonata	səˈnɑːtə
sommelier	səˈmelɪeɪ
sonar	ˈsəʊnɑː(r)
songbook	ˈsɒŋbʊk
solvency	ˈsɒlvənsi
songbird	ˈsɒŋbɜːd
sombrero	sɒmˈbreərəʊ
songstress	ˈsɒŋstrəs
sonic	ˈsɒnɪk
somnolent	ˈsɒmnələnt
someone	ˈsʌmwʌn
songwriter	ˈsɒŋraɪtə(r)
songsmith	ˈsɒŋsmɪθ
sonnet	ˈsɒnɪt
songster	ˈsɒŋstə(r)
sonny	ˈsʌni
sonorous	ˈsɒnərəs
sonority	səˈnɒrəti
sometimes	ˈsʌmtaɪmz
son	sʌn
song	sɒŋ
soon	suːn
soot	sʊt
sook	suːk
somewhere	ˈsʌmweə(r)
soother	ˈsuːðə(r)
soothe	suːð
soothing	suːðɪŋ
sooty	ˈsʊti
sophisticated	səˈfɪstɪkeɪtɪd
sop	sɒp
sophisticate	səˈfɪstɪkeɪt
sopping	ˈsɒpɪŋ
soppy	ˈsɒpi
soprano	səˈprɑːnəʊ
sopranos	səˈprɑːnəʊz
soothsayer	ˈsuːθseɪə(r)
sophist	ˈsɒfɪst
sopranino	ˌsɒprəˈniːnəʊ
sophomore	ˈsɒfəmɔː(r)
sorbet	ˈsɔːbeɪ
sophistication	səˌfɪstɪˈkeɪʃn
soporific	ˌsɒpəˈrɪfɪk
sorcerer	ˈsɔːsərə(r)
sore	sɔː(r)
sophistry	ˈsɒfɪstri
sorghum	ˈsɔːɡəm
sorcery	ˈsɔːsəri
sorceress	ˈsɔːsərəs
sordid	ˈsɔːdɪd
sorority	səˈrɒrəti
sorely	ˈsɔːli
sorrow	ˈsɒrəʊ
sorry	ˈsɒri
sort	sɔːt
sortie	ˈsɔːti
sos	ˌes əʊ ˈes
sostenuto	ˌsɒstəˈnjuːtəʊ
sorrel	ˈsɒrəl
sorrowful	ˈsɒrəʊfl
sorrowfully	ˈsɒrəʊfəli
sough	saʊ
sorted	ˈsɔːtɪd
sou	suː
soulless	ˈsəʊlləs
soubriquet	ˈsuːbrɪkeɪ
soulful	ˈsəʊlfl
soulfully	ˈsəʊlfəli
sound	saʊnd
souk	suːk
soundcheck	ˈsaʊndtʃek
sounding	ˈsaʊndɪŋ
soundly	ˈsaʊndli
soup	suːp
sour	ˈsaʊə(r)
sought	sɔːt
soundproof	ˈsaʊndpruːf
soupy	ˈsuːpi
sourpuss	ˈsaʊəpʊs
soused	saʊst
south	saʊθ
southerly	ˈsʌðəli
soundless	ˈsaʊndləs
soundlessly	ˈsaʊndləsli
southern	ˈsʌðən
southernmost	ˈsʌðənməʊst
souse	saʊs
southerner	ˈsʌðənə(r)
souvlaki	suːˈvlæki
sousaphone	ˈsuːzəfəʊn
soviet	ˈsəʊviət
southpaw	ˈsaʊθpɔː
soul	səʊl
southwards	ˈsaʊθwədz
southward	ˈsaʊθwəd
sovereignty	ˈsɒvrənti
souvenir	ˌsuːvəˈnɪə(r)
source	sɔːs
sozzled	ˈsɒzld
spa	spɑː
spaceman	ˈspeɪsmæn
spacemen	ˈspeɪsmen
sower	ˈsəʊə(r)
sow	səʊ
sown	səʊn
spacewalk	ˈspeɪswɔːk
spacewoman	ˈspeɪswʊmən
spacewomen	ˈspeɪswɪmɪn
sovereign	ˈsɒvrɪn
spacing	ˈspeɪsɪŋ
spadework	ˈspeɪdwɜːk
soya	ˈsɔɪə
spaceship	ˈspeɪsʃɪp
spade	speɪd
spacey	ˈspeɪsi
span	spæn
spacecraft	ˈspeɪskrɑːft
space	speɪs
spake	speɪk
spaghetti	spəˈɡeti
spandex	ˈspændeks
spamming	ˈspæmɪŋ
spammer	ˈspæmə(r)
spacious	ˈspeɪʃəs
spaciously	ˈspeɪʃəsli
spam	spæm
spanking	ˈspæŋkɪŋ
spangle	ˈspæŋɡl
spanner	ˈspænə(r)
spain	speɪn
spaniel	ˈspænjəl
spank	spæŋk
spar	spɑː(r)
spark	spɑːk
sparkle	ˈspɑːkl
sparky	ˈspɑːki
sparing	ˈspeərɪŋ
sparingly	ˈspeərɪŋli
spasmodic	spæzˈmɒdɪk
spasmodically	spæzˈmɒdɪkli
spastic	ˈspæstɪk
sparse	spɑːs
sparsely	spɑːsli
spatchcock	ˈspætʃkɒk
spare	speə(r)
spat	spæt
spatial	ˈspeɪʃl
spatially	ˈspeɪʃəli
spatter	ˈspætə(r)
sparkler	ˈspɑːklə(r)
spasm	ˈspæzəm
sparrow	ˈspærəʊ
spawn	spɔːn
spatula	ˈspætʃələ
spate	speɪt
sparkling	ˈspɑːklɪŋ
speak	spiːk
spoke	spəʊk
spoken	ˈspəʊkən
speaker	ˈspiːkə(r)
spay	speɪ
speakerphone	ˈspiːkəfəʊn
spearmint	ˈspɪəmɪnt
special	ˈspeʃl
spearhead	ˈspɪəhed
spear	spɪə(r)
spec	spek
specialized	ˈspeʃəlaɪzd
specialty	ˈspeʃəlti
specialism	ˈspeʃəlɪzəm
speciality	ˌspeʃiˈæləti
specialize	ˈspeʃəlaɪz
specialization	ˌspeʃəlaɪˈzeɪʃn
specialist	ˈspeʃəlɪst
specially	ˈspeʃəli
species	ˈspiːʃiːz
specify	ˈspesɪfaɪ
specifiable	ˈspesɪfaɪəbl
specific	spəˈsɪfɪk
specification	ˌspesɪfɪˈkeɪʃn
speciesism	ˈspiːʃiːzɪzəm
speciesist	ˈspiːʃiːzɪst
specky	ˈspeki
specifically	spəˈsɪfɪkli
specifics	spəˈsɪfɪks
spectator	spekˈteɪtə(r)
speck	spek
spectacular	spekˈtækjələ(r)
spectre	ˈspektə(r)
speckle	ˈspekl
speckled	ˈspekld
speed	spiːd
speculation	ˌspekjuˈleɪʃn
specs	speks
spectate	spekˈteɪt
spectrometer	spekˈtrɒmɪtə(r)
spectacle	ˈspektəkl
speculative	ˈspekjələtɪv
spectroscope	ˈspektrəskəʊp
spectroscopic	ˌspektrəˈskɒpɪk
speedometer	spiːˈdɒmɪtə(r)
speechless	ˈspiːtʃləs
speechlessly	ˈspiːtʃləsli
spectrum	ˈspektrəm
spectra	ˈspektrə
spectra	ˈspektrə
specimen	ˈspesɪmən
spectroscopy	spekˈtrɒskəpi
speculum	ˈspekjələm
specificity	ˌspesɪˈfɪsəti
speechifying	ˈspiːtʃɪfaɪɪŋ
speedo	ˈspiːdəʊ
speeding	ˈspiːdɪŋ
speedwell	ˈspiːdwel
speech	spiːtʃ
speedy	ˈspiːdi
speedster	ˈspiːdstə(r)
speedway	ˈspiːdweɪ
spell	spel
spelt	spelt
speleologist	ˌspiːliˈɒlədʒɪst
speleology	ˌspiːliˈɒlədʒi
spellcheck	ˈspeltʃek
spelling	ˈspelɪŋ
spellchecker	ˈspeltʃekə(r)
spellbound	ˈspelbaʊnd
spelt	spelt
spellbinding	ˈspelbaɪndɪŋ
spending	ˈspendɪŋ
spent	spent
speller	ˈspelə(r)
spender	ˈspendə(r)
spelunking	spɪˈlʌŋkɪŋ
spelunker	spɪˈlʌŋkə(r)
spelter	ˈspeltə(r)
spendthrift	ˈspendθrɪft
spermatozoon	ˌspɜːmətəˈzəʊən
spermatozoa	ˌspɜːmətəˈzəʊə
spermicide	ˈspɜːmɪsaɪd
spermicidal	ˌspɜːmɪˈsaɪdl
sperm	spɜːm
spew	spjuː
sphere	sfɪə(r)
spherical	ˈsferɪkl
spherically	ˈsferɪkli
spend	spend
spent	spent
sphincter	ˈsfɪŋktə(r)
sphinx	sfɪŋks
spheroid	ˈsfɪərɔɪd
spick	spɪk
spider	ˈspaɪdə(r)
spies	spaɪz
spic	spɪk
