aardvark	ˈɑːdvɑːk
zigzagged	ˈzɪɡzæɡd
zigzagging	ˈzɪɡzæɡɪŋ
zigzags	ˈzɪɡzæɡz
zing	zɪŋ
zinged	zɪŋd
zinging	ˈzɪŋɪŋ
zings	zɪŋz
zip	zɪp
zipped	zɪpt
zipping	ˈzɪpɪŋ
zips	zɪps
zone	zəʊn
zoned	zəʊnd
zones	zəʊnz
zoning	ˈzəʊnɪŋ
zoom	zuːm
zoomed	zuːmd
zooming	ˈzuːmɪŋ
zooms	zuːmz
à la carte	ˌɑː lɑː ˈkɑːt
a cappella	ˌæ kəˈpelə
a posteriori	ˌeɪ ˌpɒsteriˈɔːraɪ
a priori	ˌeɪ praɪˈɔːraɪ
a tempo	ɑː ˈtempəʊ
A-OK	ˌeɪ əʊ ˈkeɪ
ab initio	ˌæb ɪˈnɪʃiəʊ
abandoned	əˈbændənd
abashed	əˈbæʃt
abbreviated	əˈbriːvieɪtɪd
abdominal	æbˈdɒmɪnl
Aberdonian	ˌæbəˈdəʊniən
aberrant	æˈberənt
abhorrent	əbˈhɒrənt
abiding	əˈbaɪdɪŋ
abiotic	ˌeɪbaɪˈɒtɪk
abject	ˈæbdʒekt
ablative	ˈæblətɪv
ablaze	əˈbleɪz
able	ˈeɪbl
abler	ˈeɪblə
ablest	ˈeɪblɪst
abnormal	æbˈnɔːml
abominable	əˈbɒmɪnəbl
aboriginal	ˌæbəˈrɪdʒənl
abortive	əˈbɔːtɪv
above	əˈbʌv
abrasive	əˈbreɪsɪv
abridged	əˈbrɪdʒd
abrupt	əˈbrʌpt
absent	ˈæbsənt
absolute	ˈæbsəluːt
absolutist	ˈæbsəluːtɪst
absorbable	əbˈzɔːbəbl
absorbed	əbˈzɔːbd
absorbent	əbˈzɔːbənt
absorbing	əbˈzɔːbɪŋ
abstemious	əbˈstiːmiəs
abstinent	ˈæbstɪnənt
abstract	ˈæbstrækt
abstracted	æbˈstræktɪd
abstractionist	æbˈstrækʃnɪst
abstruse	əbˈstruːs
absurd	əbˈsɜːd
absurdist	əbˈsɜːdɪst
abundant	əˈbʌndənt
abusive	əˈbjuːsɪv
abysmal	əˈbɪzməl
abyssal	əˈbɪsl
academic	ˌækəˈdemɪk
accelerando	əkˌseləˈrændəʊ
accented	ˈæksentɪd
acceptable	əkˈseptəbl
accessible	əkˈsesəbl
accessory	əkˈsesəri
accidental	ˌæksɪˈdentl
accommodating	əˈkɒmədeɪtɪŋ
accomplished	əˈkʌmplɪʃt
accountable	əˈkaʊntəbl
accredited	əˈkredɪtɪd
accumulative	əˈkjuːmjələtɪv
accurate	ˈækjərət
accursed	əˈkɜːsɪd
accusative	əˈkjuːzətɪv
accusatory	əˈkjuːzətəri
accusing	əˈkjuːzɪŋ
accustomed	əˈkʌstəmd
ace	eɪs
acellular	ˌeɪˈseljələ
acerbic	əˈsɜːbɪk
achievable	əˈtʃiːvəbl
achy	ˈeɪki
acid	ˈæsɪd
acidic	əˈsɪdɪk
acidulous	əˈsɪdjələs
acoustic	əˈkuːstɪk
acquainted	əˈkweɪntɪd
acquiescent	ˌækwiˈesnt
acquisitive	əˈkwɪzətɪv
acrid	ˈækrɪd
acrimonious	ˌækrɪˈməʊniəs
acrobatic	ˌækrəˈbætɪk
acrylic	əˈkrɪlɪk
acting	ˈæktɪŋ
actionable	ˈækʃənəbl
active	ˈæktɪv
actual	ˈæktʃuəl
actuarial	ˌæktʃuˈeəriəl
acute	əˈkjuːt
acyclic	ˌeɪˈsaɪklɪk
ad hoc	ˌæd ˈhɒk
ad hominem	ˌæd ˈhɒmɪnem
ad valorem	ˌæd vəˈlɔːrem
adagio	əˈdɑːdʒiəʊ
adamant	ˈædəmənt
adamantine	ˌædəˈmæntaɪn
adaptable	əˈdæptəbl
adaptive	əˈdæptɪv
addicted	əˈdɪktɪd
addictive	əˈdɪktɪv
additional	əˈdɪʃənl
addled	ˈædld
addressable	əˈdresəbl
adenoidal	ˌædəˈnɔɪdl
adept	əˈdept
adequate	ˈædɪkwət
adhesive	ədˈhiːsɪv
adipose	ˈædɪpəʊs
adjacent	əˈdʒeɪsnt
adjectival	ˌædʒekˈtaɪvl
adjoining	əˈdʒɔɪnɪŋ
adjustable	əˈdʒʌstəbl
administrative	ədˈmɪnɪstrətɪv
admirable	ˈædmərəbl
admiring	ədˈmaɪərɪŋ
admissible	ədˈmɪsəbl
admonitory	ədˈmɒnɪtri
adolescent	ˌædəˈlesnt
adopted	əˈdɒptɪd
adoptive	əˈdɒptɪv
adorable	əˈdɔːrəbl
adoring	əˈdɔːrɪŋ
adrift	əˈdrɪft
adroit	əˈdrɔɪt
adsorbent	ədˈzɔːbənt
adulatory	ˌædjuˈleɪtəri
adult	ˈædʌlt
adulterous	əˈdʌltərəs
advance	ədˈvɑːns
advanced	ədˈvɑːnst
advancing	ədˈvɑːnsɪŋ
advantaged	ədˈvɑːntɪdʒd
advantageous	ˌædvənˈteɪdʒəs
adventitious	ˌædvenˈtɪʃəs
adventuresome	ədˈventʃəsəm
adventurous	ədˈventʃərəs
adverbial	ædˈvɜːbiəl
adversarial	ˌædvəˈseəriəl
adversative	ədˈvɜːsətɪv
adverse	ˈædvɜːs
advisable	ədˈvaɪzəbl
advisory	ədˈvaɪzəri
aeolian	iːˈəʊliən
aerial	ˈeəriəl
aerobic	eəˈrəʊbɪk
aerodynamic	ˌeərəʊdaɪˈnæmɪk
aeronautical	ˌeərəˈnɔːtɪkl
aesthetic	iːsˈθetɪk
affable	ˈæfəbl
affected	əˈfektɪd
affecting	əˈfektɪŋ
affectionate	əˈfekʃənət
affective	əˈfektɪv
affiliated	əˈfɪlieɪtɪd
affirmative	əˈfɜːmətɪv
affluent	ˈæfluənt
affordable	əˈfɔːdəbl
aflame	əˈfleɪm
afloat	əˈfləʊt
afoot	əˈfʊt
aforementioned	əˌfɔːˈmenʃənd
aforethought	əˈfɔːθɔːt
afraid	əˈfreɪd
African	ˈæfrɪkən
aft	ɑːft
after	ˈɑːftə
aftermost	ˈɑːftəməʊst
agape	əˈɡeɪp
aged	eɪdʒɪd
ageing	ˈeɪdʒɪŋ
ageist	ˈeɪdʒɪst
ageless	ˈeɪdʒləs
agglomerate	əˈɡlɒmərət
agglutinative	əˈɡluːtɪnətɪv
aggravated	ˈæɡrəveɪtɪd
aggravating	ˈæɡrəveɪtɪŋ
aggregate	ˈæɡrɪɡət
aggressive	əˈɡresɪv
aggrieved	əˈɡriːvd
aghast	əˈɡɑːst
agile	ˈædʒaɪl
agitated	ˈædʒɪteɪtɪd
agitato	ˌædʒɪˈtɑːtəʊ
agleam	əˈɡliːm
aglow	əˈɡləʊ
agnostic	æɡˈnɒstɪk
agog	əˈɡɒɡ
agonized	ˈæɡənaɪzd
agonizing	ˈæɡənaɪzɪŋ
agoraphobic	ˌæɡərəˈfəʊbɪk
agrarian	əˈɡreəriən
agreeable	əˈɡriːəbl
agricultural	ˌæɡrɪˈkʌltʃərəl
aground	əˈɡraʊnd
ahistorical	ˌeɪhɪˈstɒrɪkl
ailing	ˈeɪlɪŋ
aimless	ˈeɪmləs
airborne	ˈeəbɔːn
airier	ˈeəriə
airiest	ˈeəriɪst
airless	ˈeələs
airsick	ˈeəsɪk
airtight	ˈeətaɪt
airworthy	ˈeəwɜːði
airy	ˈeəri
ajar	əˈdʒɑː
akin	əˈkɪn
al dente	ˌæl ˈdenteɪ
alarmed	əˈlɑːmd
alarming	əˈlɑːmɪŋ
alarmist	əˈlɑːmɪst
albino	ælˈbiːnəʊ
alcoholic	ˌælkəˈhɒlɪk
alert	əˈlɜːt
alertly	əˈlɜːtli
alexandrine	ˌælɪɡˈzɑːndrɪn
algal	ˈælɡəl
algebraic	ˌældʒɪˈbreɪɪk
alien	ˈeɪliən
alienable	ˈeɪliənəbl
alight	əˈlaɪt
alike	əˈlaɪk
alive	əˈlaɪv
alkaline	ˈælkəlaɪn
alleged	əˈledʒd
allegorical	ˌæləˈɡɒrɪkl
allegro	əˈleɡrəʊ
allergic	əˈlɜːdʒɪk
allied	ˈælaɪd
alliterative	əˈlɪtrətɪv
allochthonous	əˈlɒkθənəs
allophone	ˈæləfəʊn
allowable	əˈlaʊəbl
alluring	əˈlʊərɪŋ
allusive	əˈluːsɪv
alluvial	əˈluːviəl
almighty	ɔːlˈmaɪti
alone	əˈləʊn
aloof	əˈluːf
alphabetic	ˌælfəˈbetɪk
alphabetical	ˌælfəˈbetɪkl
alphanumeric	ˌælfənjuːˈmerɪk
alpine	ˈælpaɪn
alterable	ˈɔːltərəbl
alternate	ɔːlˈtɜːnət
alternative	ɔːlˈtɜːnətɪv
alto	ˈæltəʊ
altruistic	ˌæltruˈɪstɪk
alveolar	ˌælviˈəʊlə
amateur	æmətə
amateurish	ˈæmətərɪʃ
amatory	ˈæmətəri
amazed	əˈmeɪzd
amazing	əˈmeɪzɪŋ
ambassadorial	æmˌbæsəˈdɔːriəl
amber	ˈæmbə
ambidextrous	ˌæmbiˈdekstrəs
ambient	ˈæmbiənt
ambiguous	æmˈbɪɡjuəs
ambitious	æmˈbɪʃəs
ambivalent	æmˈbɪvələnt
ambulant	ˈæmbjələnt
ambulatory	ˈæmbjələtəri
amenable	əˈmiːnəbl
Amerasian	ˌæməˈreɪʒn
American	əˈmerɪkən
amiable	ˈeɪmiəbl
amicable	ˈæmɪkəbl
Amish	ˈɑːmɪʃ
amiss	əˈmɪs
amoebic	əˈmiːbɪk
amoral	ˌeɪˈmɒrəl
amorous	ˈæmərəs
amorphous	əˈmɔːfəs
amphibious	æmˈfɪbiəs
ample	ˈæmpl
amused	əˈmjuːzd
amusing	əˈmjuːzɪŋ
anachronistic	əˌnækrəˈnɪstɪk
anaemic	əˈniːmɪk
anaerobic	ˌæneəˈrəʊbɪk
anaesthetic	ˌænəsˈθetɪk
anal	ˈeɪnl
analgesic	ˌænəlˈdʒiːzɪk
analogous	əˈnæləɡəs
analogue	ˈænəlɒɡ
analphabetic	ˌænælfəˈbetɪk
analytic	ˌænəˈlɪtɪk
analytical	ˌænəˈlɪtɪkl
anapaestic	ˌænəˈpestɪk
anaphoric	ˌænəˈfɒrɪk
anaphylactic	ˌænəfɪˈlæktɪk
anarchic	əˈnɑːkɪk
anarchistic	ˌænəˈkɪstɪk
anatomical	ˌænəˈtɒmɪkl
ancestral	ænˈsestrəl
ancient	ˈeɪnʃənt
ancillary	ænˈsɪləri
andante	ænˈdænteɪ
androgynous	ænˈdrɒdʒənəs
anecdotal	ˌænɪkˈdəʊtl
aneroid	ˈænərɔɪd
angelic	ænˈdʒelɪk
Anglican	ˈæŋɡlɪkən
Anglo-Indian	ˌæŋɡləʊ ˈɪndiən
anglophobic	ˌæŋɡləʊˈfəʊbɪk
anglophone	ˈæŋɡləʊfəʊn
angrier	ˈæŋɡriə
angriest	ˈæŋɡriɪst
angry	ˈæŋɡri
anguished	ˈæŋɡwɪʃd
angular	ˈæŋɡjələ
animal	ˈænɪml
animate	ˈænɪmət
animated	ˈænɪmeɪtɪd
animatronic	ˌænɪməˈtrɒnɪk
animistic	ˌænɪˈmɪstɪk
annotated	ˈænəteɪtɪd
annoyed	əˈnɔɪd
annoying	əˈnɔɪɪŋ
annual	ˈænjuəl
annualized	ˈænjuəlaɪzd
annular	ˈænjələ
anodyne	ˈænədaɪn
anomalous	əˈnɒmələs
anonymous	əˈnɒnɪməs
anorexic	ˌænəˈreksɪk
answerable	ˈɑːnsərəbl
antagonistic	ænˌtæɡəˈnɪstɪk
Antarctic	ænˈtɑːktɪk
antecedent	ˌæntɪˈsiːdnt
antediluvian	ˌæntidɪˈluːviən
antenatal	ˌæntiˈneɪtl
antepenultimate	ˌæntipenˈʌltɪmət
anterior	ænˈtɪəriə
anthropocentric	ˌænθrəpəˈsentrɪk
anthropoid	ˈænθrəpɔɪd
anthropological	ˌænθrəpəˈlɒdʒɪkl
anthropomorphic	ˌænθrəpəˈmɔːfɪk
anthroposophical	ˌænθrəpəˈsɒfɪkl
anti-Semitic	ˌænti səˈmɪtɪk
antibacterial	ˌæntibækˈtɪəriəl
antibiotic	ˌæntibaɪˈɒtɪk
anticipatory	ænˌtɪsɪˈpeɪtəri
anticlerical	ˌæntiˈklerɪkl
anticlimactic	ˌæntiklaɪˈmæktɪk
anticlockwise	ˌæntiˈklɒkwaɪz
anticonvulsant	ˌæntikənˈvʌlsənt
antidepressant	ˌæntidɪˈpresnt
antipathetic	ˌæntɪpəˈθetɪk
antipodean	ˌæntɪpəˈdiːən
antipyretic	ˌæntipaɪˈretɪk
antiquarian	ˌæntɪˈkweəriən
antiquated	ˈæntɪkweɪtɪd
antique	ænˈtiːk
antiseptic	ˌæntiˈseptɪk
antisocial	ˌæntiˈsəʊʃl
antithetical	ˌæntɪˈθetɪkl
antiviral	ˌæntiˈvaɪrəl
antivirus	ˈæntivaɪrəs
antsy	ˈæntsi
anxious	ˈæŋkʃəs
apathetic	ˌæpəˈθetɪk
aphoristic	ˌæfəˈrɪstɪk
aphrodisiac	ˌæfrəˈdɪziæk
aplenty	əˈplenti
apocalyptic	əˌpɒkəˈlɪptɪk
apocryphal	əˈpɒkrɪfl
apolitical	ˌeɪpəˈlɪtɪkl
Apollonian	ˌæpəˈləʊniən
apologetic	əˌpɒləˈdʒetɪk
apoplectic	ˌæpəˈplektɪk
apostolic	ˌæpəˈstɒlɪk
appalled	əˈpɔːld
appalling	əˈpɔːlɪŋ
apparent	əˈpærənt
appealing	əˈpiːlɪŋ
appellative	əˈpelətɪv
appetizing	ˈæpɪtaɪzɪŋ
applicable	əˈplɪkəbl
applied	əˈplaɪd
appliquéd	əˈpliːkeɪd
apposite	ˈæpəzɪt
appreciable	əˈpriːʃəbl
appreciative	əˈpriːʃətɪv
apprehensive	ˌæprɪˈhensɪv
approachable	əˈprəʊtʃəbl
appropriate	əˈprəʊpriət
approving	əˈpruːvɪŋ
approximate	əˈprɒksɪmət
apricot	ˈeɪprɪkɒt
apt	æpt
aquamarine	ˌækwəməˈriːn
aquarian	əˈkweəriən
aquatic	əˈkwætɪk
aqueous	ˈeɪkwiəs
aquiline	ˈækwɪlaɪn
Arab	ˈærəb
Arabian	əˈreɪbiən
Arabic	ˈærəbɪk
arable	ˈærəbl
Aran	ˈærən
arbitrary	ˈɑːbɪtrəri
arboreal	ɑːˈbɔːriəl
arboricultural	ˌɑːbərɪˈkʌltʃərəl
Arcadian	ɑːˈkeɪdiən
arcane	ɑːˈkeɪn
archaeological	ˌɑːkiəˈlɒdʒɪkl
archaic	ɑːˈkeɪɪk
arched	ɑːtʃt
archetypal	ˌɑːkiˈtaɪpl
architectonic	ˌɑːkɪtekˈtɒnɪk
architectural	ˌɑːkɪˈtektʃərəl
arctic	ˈɑːktɪk
ardent	ˈɑːdnt
arduous	ˈɑːdjuəs
argent	ˈɑːdʒənt
arguable	ˈɑːɡjuəbl
argumentative	ˌɑːɡjuˈmentətɪv
arid	ˈærɪd
aristocratic	ˌærɪstəˈkrætɪk
Aristotelian	ˌærɪstəˈtiːliən
arithmetical	ˌærɪθˈmetɪkl
armchair	ˈɑːmtʃeə
armed	ɑːmd
armorial	ɑːˈmɔːriəl
armoured	ˈɑːməd
aromatic	ˌærəˈmætɪk
arrant	ˈærənt
arrayed	əˈreɪd
arresting	əˈrestɪŋ
arrogant	ˈærəɡənt
arterial	ɑːˈtɪəriəl
artful	ˈɑːtfl
arthritic	ɑːˈθrɪtɪk
Arthurian	ɑːˈθjʊəriən
articled	ˈɑːtɪkld
articulate	ɑːˈtɪkjələt
articulated	ɑːˈtɪkjuleɪtɪd
articulatory	ɑːˈtɪkjuleɪtəri
artificial	ˌɑːtɪˈfɪʃl
artisan	ˌɑːtɪˈzæn
artistic	ɑːˈtɪstɪk
artless	ˈɑːtləs
artsy	ˈɑːtsi
arty	ˈɑːti
arty-farty	ˌɑːti ˈfɑːti
Aryan	ˈeəriən
ascertainable	ˌæsəˈteɪnəbl
ascetic	əˈsetɪk
ascribable	əˈskraɪbəbl
aseptic	ˌeɪˈseptɪk
asexual	ˌeɪˈsekʃuəl
ashamed	əˈʃeɪmd
ashen	ˈæʃn
Asian	ˈeɪʒn
Asiatic	ˌeɪʃiˈætɪk
asinine	ˈæsɪnaɪn
askew	əˈskjuː
asleep	əˈsliːp
aspirant	əˈspaɪərənt
aspirational	ˌæspəˈreɪʃənl
aspiring	əˈspaɪərɪŋ
assertive	əˈsɜːtɪv
assessable	əˈsesəbl
assiduous	əˈsɪdjuəs
assistant	əˈsɪstənt
assize	əˈsaɪz
associate	əˈsəʊsiət
associated	əˈsəʊsieɪtɪd
associative	əˈsəʊʃiətɪv
assorted	əˈsɔːtɪd
assumed	əˈsjuːmd
assured	əˈʃʊəd
asthmatic	æsˈmætɪk
astonished	əˈstɒnɪʃt
astonishing	əˈstɒnɪʃɪŋ
astounded	əˈstaʊndɪd
astounding	əˈstaʊndɪŋ
astral	ˈæstrəl
astringent	əˈstrɪndʒənt
astrological	ˌæstrəˈlɒdʒɪkl
astronomical	ˌæstrəˈnɒmɪkl
astute	əˈstjuːt
asymmetric	ˌeɪsɪˈmetrɪk
asymptomatic	ˌeɪsɪmptəˈmætɪk
asynchronous	eɪˈsɪŋkrənəs
atavistic	ˌætəˈvɪstɪk
ataxic	əˈtæksɪk
atheistic	ˌeɪθiˈɪstɪk
athletic	æθˈletɪk
Atlanticist	ætˈlæntɪsɪst
atmospheric	ˌætməsˈferɪk
atomic	əˈtɒmɪk
atomistic	ˌætəˈmɪstɪk
atonal	eɪˈtəʊnl
atonic	eɪˈtɒnɪk
atopic	eɪˈtɒpɪk
atrocious	əˈtrəʊʃəs
atrophied	ˈætrəfid
attached	əˈtætʃt
attainable	əˈteɪnəbl
attempted	əˈtemptɪd
attendant	əˈtendənt
attentive	əˈtentɪv
attenuated	əˈtenjueɪtɪd
attired	əˈtaɪəd
attitudinal	ˌætɪˈtjuːdɪnl
attractive	əˈtræktɪv
attributable	əˈtrɪbjətəbl
attributive	əˈtrɪbjətɪv
attuned	əˈtjuːnd
atypical	ˌeɪˈtɪpɪkl
au fait	ˌəʊ ˈfeɪ
au gratin	ˌəʊ ˈɡrætæn
au naturel	ˌəʊ ˌnætjuˈrel
auburn	ˈɔːbən
audacious	ɔːˈdeɪʃəs
audible	ˈɔːdəbl
audio	ˈɔːdiəʊ
audiovisual	ˌɔːdiəʊˈvɪʒuəl
auditory	ˈɔːdətri
augmentative	ˌɔːɡˈmentətɪv
august	ɔːˈɡʌst
Augustan	ɔːˈɡʌstən
aural	ˈɔːrəl
aureate	ˈɔːriət
auspicious	ɔːˈspɪʃəs
Aussie	ˈɒzi
austere	ɒˈstɪə
austral	ˈɒstrəl
Australian	ɒˈstreɪliən
autarchic	ɔːˈtɑːkɪk
authentic	ɔːˈθentɪk
authorial	ɔːˈθɔːriəl
authoritarian	ɔːˌθɒrɪˈteəriən
authoritative	ɔːˈθɒrətətɪv
autistic	ɔːˈtɪstɪk
autobiographical	ˌɔːtəˌbaɪəˈɡræfɪkl
autochthonous	ɔːˈtɒkθənəs
autocratic	ˌɔːtəˈkrætɪk
autodidactic	ˌɔːtəʊdɪˈdæktɪk
autogenic	ˌɔːtəʊˈdʒenɪk
automatic	ˌɔːtəˈmætɪk
automotive	ˌɔːtəˈməʊtɪv
autonomous	ɔːˈtɒnəməs
autotelic	ˌɔːtəʊˈtelɪk
autotrophic	ˌɔːtəˈtrɒfɪk
autumnal	ɔːˈtʌmnəl
auxiliary	ɔːɡˈzɪliəri
available	əˈveɪləbl
avant-garde	ˌævɒ̃ ˈɡɑːd
avaricious	ˌævəˈrɪʃəs
average	ˈævərɪdʒ
averse	əˈvɜːs
avian	ˈeɪviən
avid	ˈævɪd
avionic	ˌeɪviˈɒnɪk
avoidable	əˈvɔɪdəbl
avowed	əˈvaʊd
avuncular	əˈvʌŋkjələ
awake	əˈweɪk
aware	əˈweə
awash	əˈwɒʃ
awed	ɔːd
awesome	ˈɔːsəm
awestruck	ˈɔːstrʌk
awful	ˈɔːfl
awkward	ˈɔːkwəd
awry	əˈraɪ
axial	ˈæksiəl
axiomatic	ˌæksiəˈmætɪk
azoic	eɪˈzəʊɪk
azure	ˈæzjʊə
baby	ˈbeɪbi
babyish	ˈbeɪbiɪʃ
bacchanalian	ˌbækəˈneɪliən
back	bæk
backhanded	ˌbækˈhændɪd
backless	ˈbækləs
backlit	ˈbæklɪt
backmost	ˈbækməʊst
backslapping	ˈbækslæpɪŋ
backstage	ˌbækˈsteɪdʒ
backstairs	ˈbæksteəz
backward	ˈbækwəd
bacterial	bækˈtɪəriəl
bacteriological	bækˌtɪəriəˈlɒdʒɪkl
bad	bæd
badass	ˈbædæs
baffling	ˈbæflɪŋ
baggier	ˈbæɡiə
baggiest	ˈbæɡiɪst
baggy	ˈbæɡi
bagpipe	ˈbæɡpaɪp
baking	ˈbeɪkɪŋ
balanced	ˈbælənst
bald	bɔːld
balding	ˈbɔːldɪŋ
baleful	ˈbeɪlfl
Balkan	ˈbɔːlkən
balky	ˈbɔːlki
balletic	bæˈletɪk
ballistic	bəˈlɪstɪk
ballsy	ˈbɔːlzi
balmy	ˈbɑːmi
Baltic	ˈbɔːltɪk
banal	bəˈnɑːl
bandy	ˈbændi
baneful	ˈbeɪnfl
bankable	ˈbæŋkəbl
bankrupt	ˈbæŋkrʌpt
banqueting	ˈbæŋkwɪtɪŋ
bantering	ˈbæntərɪŋ
baptismal	bæpˈtɪzməl
baptist	ˈbæptɪst
barbaric	bɑːˈbærɪk
barbarous	ˈbɑːbərəs
barbed	bɑːbd
bare	beə
bareback	ˈbeəbæk
barefaced	ˈbeəfeɪst
barefoot	ˈbeəfʊt
bareheaded	ˌbeəˈhedɪd
barer	ˈbeərə
barest	ˈbeərɪst
baritone	ˈbærɪtəʊn
barmy	ˈbɑːmi
barnstorming	ˈbɑːnstɔːmɪŋ
barometric	ˌbærəˈmetrɪk
baronial	bəˈrəʊniəl
baroque	bəˈrɒk
barrack	ˈbærək
barren	ˈbærən
basal	ˈbeɪsl
base	beɪs
based	beɪst
baseless	ˈbeɪsləs
baser	ˈbeɪsə
basest	ˈbeɪsɪst
bashful	ˈbæʃfl
basic	ˈbeɪsɪk
basque	bɑːsk
bass	beɪs
bated	ˈbeɪtɪd
bathed	beɪðd
battered	ˈbætəd
batty	ˈbæti
bawdier	ˈbɔːdiə
bawdiest	ˈbɔːdiɪst
bawdy	ˈbɔːdi
bay	beɪ
beaded	ˈbiːdɪd
beady	ˈbiːdi
beaked	biːkt
beamed	biːmd
bearable	ˈbeərəbl
bearded	ˈbɪədɪd
bearish	ˈbeərɪʃ
beastly	ˈbiːstli
beat	biːt
beatific	ˌbiːəˈtɪfɪk
beauteous	ˈbjuːtiəs
beautiful	ˈbjuːtɪfl
becalmed	bɪˈkɑːmd
becoming	bɪˈkʌmɪŋ
bedraggled	bɪˈdræɡld
bedridden	ˈbedrɪdn
bedroom	ˈbedruːm
beefier	ˈbiːfiə
beefiest	ˈbiːfiɪst
beefy	ˈbiːfi
beery	ˈbɪəri
befuddled	bɪˈfʌdld
beggarly	ˈbeɡəli
beguiling	bɪˈɡaɪlɪŋ
beholden	bɪˈhəʊldən
beige	beɪʒ
bejewelled	bɪˈdʒuːəld
belated	bɪˈleɪtɪd
beleaguered	bɪˈliːɡəd
believable	bɪˈliːvəbl
bellicose	ˈbelɪkəʊs
belligerent	bəˈlɪdʒərənt
beloved	bɪˈlʌvɪd
belted	ˈbeltɪd
bemused	bɪˈmjuːzd
bendy	ˈbendi
Benedictine	ˌbenɪˈdɪktɪn
beneficent	bɪˈnefɪsnt
beneficial	ˌbenɪˈfɪʃl
benevolent	bəˈnevələnt
Bengali	beŋˈɡɔːli
benighted	bɪˈnaɪtɪd
benign	bɪˈnaɪn
bent	bent
bereaved	bɪˈriːvd
bereft	bɪˈreft
Berliner	ˌbɜːˈlɪnə
berserk	bəˈzɜːk
beseeching	bɪˈsiːtʃɪŋ
besotted	bɪˈsɒtɪd
bespectacled	bɪˈspektəkld
bespoke	bɪˈspəʊk
best	best
bestial	ˈbestiəl
besuited	bɪˈsuːtɪd
betrothed	bɪˈtrəʊðd
better	ˈbetə
bevelled	ˈbevld
bewigged	bɪˈwɪɡd
bewildered	bɪˈwɪldəd
bewildering	bɪˈwɪldərɪŋ
bewitching	bɪˈwɪtʃɪŋ
bi	baɪ
biannual	baɪˈænjuəl
biased	ˈbaɪəst
biblical	ˈbɪblɪkl
bibliographical	ˌbɪbliəˈɡræfɪkl
bibulous	ˈbɪbjʊləs
bicameral	ˌbaɪˈkæmərəl
bicentenary	ˌbaɪsenˈtiːnəri
bicentennial	ˌbaɪsenˈteniəl
biddable	ˈbɪdəbl
bidirectional	baɪdaɪˈrekʃənl
biennial	baɪˈeniəl
bifocal	ˌbaɪˈfəʊkl
big	bɪɡ
bigamous	ˈbɪɡəməs
bigger	ˈbɪɡə
biggest	ˈbɪɡɪst
bigoted	ˈbɪɡətɪd
bijou	ˈbiːʒuː
bilabial	ˌbaɪˈleɪbiəl
bilateral	ˌbaɪˈlætərəl
biliary	ˈbɪliəri
bilingual	ˌbaɪˈlɪŋɡwəl
bilious	ˈbɪliəs
billiard	ˈbɪliəd
bimonthly	ˌbaɪˈmʌnθli
binary	ˈbaɪnəri
binding	ˈbaɪndɪŋ
binocular	bɪˈnɒkjələ
binomial	baɪˈnəʊmiəl
biochemical	ˌbaɪəʊˈkemɪkl
biodegradable	ˌbaɪəʊdɪˈɡreɪdəbl
biographical	ˌbaɪəˈɡræfɪkl
biological	ˌbaɪəˈlɒdʒɪkl
biomedical	ˌbaɪəʊˈmedɪkl
biometric	ˌbaɪəʊˈmetrɪk
bionic	baɪˈɒnɪk
biotechnological	ˌbaɪəʊteknəˈlɒdʒɪkl
biotic	baɪˈɒtɪk
bipartisan	ˌbaɪpɑːtɪˈzæn
bipartite	baɪˈpɑːtaɪt
bipedal	ˌbaɪˈpiːdl
bipolar	ˌbaɪˈpəʊlə
biracial	ˌbaɪˈreɪʃl
bisexual	ˌbaɪˈsekʃuəl
bitchier	ˈbɪtʃiə
bitchiest	ˈbɪtʃiɪst
bitchy	ˈbɪtʃi
biting	ˈbaɪtɪŋ
bitonal	ˌbaɪˈtəʊnl
bitter	ˈbɪtə
bittersweet	ˌbɪtəˈswiːt
bittier	ˈbɪtiə
bittiest	ˈbɪtiɪst
bitty	ˈbɪti
bituminous	bɪˈtjuːmɪnəs
bizarre	bɪˈzɑː
black	blæk
blacker	ˈblækə
blackest	ˈblækɪst
bladdered	ˈblædəd
blah	blɑː
blameless	ˈbleɪmləs
blameworthy	ˈbleɪmwɜːði
bland	blænd
blander	ˈblændə
blandest	ˈblændɪst
blank	blæŋk
blanket	ˈblæŋkɪt
blankety-blank	ˌblæŋkəti ˈblæŋk
blasé	ˈblɑːzeɪ
blasphemous	ˈblæsfəməs
blasted	ˈblɑːstɪd
blatant	ˈbleɪtnt
blazing	ˈbleɪzɪŋ
bleacher	ˈbliːtʃə
bleak	bliːk
bleaker	ˈbliːkə
bleakest	ˈbliːkɪst
bleary	ˈblɪəri
bleeding	ˈbliːdɪŋ
blessed	ˈblesɪd
blimpish	ˈblɪmpɪʃ
blind	blaɪnd
blinder	ˈblaɪndə
blindest	ˈblaɪndɪst
blindfold	ˈblaɪndfəʊld
blinding	ˈblaɪndɪŋ
blinkered	ˈblɪŋkəd
blinking	ˈblɪŋkɪŋ
blissful	ˈblɪsfl
blistered	ˈblɪstəd
blistering	ˈblɪstərɪŋ
blithe	blaɪð
blithering	ˈblɪðərɪŋ
bloated	ˈbləʊtɪd
blockbusting	ˈblɒkbʌstɪŋ
blokeish	ˈbləʊkɪʃ
blonde	blɒnd
bloodied	ˈblʌdid
bloodier	ˈblʌdiə
