abase	əˈbeɪs
rehearing	ˌriːˈhɪərɪŋ
rehearse	rɪˈhɜːs
rehearsal	rɪˈhɜːsl
reign	reɪn
reignite	ˌriːɪɡˈnaɪt
rein	reɪn
reincarnate	ˌriːɪnˈkɑːneɪt
reincarnation	ˌriːɪnkɑːˈneɪʃn
reindeer	ˈreɪndɪə(r)
reimburse	ˌriːɪmˈbɜːs
reimbursement	ˌriːɪmˈbɜːsmənt
reinforce	ˌriːɪnˈfɔːs
reinforcement	ˌriːɪnˈfɔːsmənt
reinstate	ˌriːɪnˈsteɪt
reinstatement	ˌriːɪnˈsteɪtmənt
reinsurance	ˌriːɪnˈʃʊərəns
reinterpret	ˌriːɪnˈtɜːprɪt
reinterpretation	ˌriːɪnˌtɜːprɪˈteɪʃn
reintroduce	ˌriːɪntrəˈdjuːs
reinvest	ˌriːɪnˈvest
reinvestment	ˌriːɪnˈvestmənt
reinvent	ˌriːɪnˈvent
reiterate	riˈɪtəreɪt
reiteration	riˌɪtəˈreɪʃn
reject	rɪˈdʒekt
rejection	rɪˈdʒekʃn
rejoice	rɪˈdʒɔɪs
rejoin	ˌriːˈdʒɔɪn
reinvigorate	ˌriːɪnˈvɪɡəreɪt
reissue	ˌriːˈɪʃuː
rejoinder	rɪˈdʒɔɪndə(r)
rejuvenate	rɪˈdʒuːvəneɪt
rejuvenation	rɪˌdʒuːvəˈneɪʃn
rekindle	ˌriːˈkɪndl
relapse	rɪˈlæps
rejoicing	rɪˈdʒɔɪsɪŋ
related	rɪˈleɪtɪd
relatedness	rɪˈleɪtɪdnəs
relate	rɪˈleɪt
relation	rɪˈleɪʃn
relative	ˈrelətɪv
relationship	rɪˈleɪʃnʃɪp
relativity	ˌreləˈtɪvəti
relational	rɪˈleɪʃənl
relaxant	rɪˈlæksənt
relaunch	ˌriːˈlɔːntʃ
relay	ˈriːleɪ
relaxed	rɪˈlækst
relatively	ˈrelətɪvli
relaxing	rɪˈlæksɪŋ
relax	rɪˈlæks
relativism	ˈrelətɪvɪzəm
relativist	ˈrelətɪvɪst
relevant	ˈreləvənt
relevance	ˈreləvəns
reliant	rɪˈlaɪənt
reliance	rɪˈlaɪəns
relegate	ˈrelɪɡeɪt
relegation	ˌrelɪˈɡeɪʃn
relic	ˈrelɪk
relief	rɪˈliːf
relentless	rɪˈlentləs
relentlessly	rɪˈlentləsli
relaxation	ˌriːlækˈseɪʃn
relent	rɪˈlent
reliable	rɪˈlaɪəbl
reliability	rɪˌlaɪəˈbɪləti
religion	rɪˈlɪdʒən
relieved	rɪˈliːvd
relinquish	rɪˈlɪŋkwɪʃ
relieve	rɪˈliːv
religiosity	rɪˌlɪdʒiˈɒsəti
reliquary	ˈrelɪkwəri
release	rɪˈliːs
religiously	rɪˈlɪdʒəsli
relish	ˈrelɪʃ
reluctant	rɪˈlʌktənt
reluctance	rɪˈlʌktəns
religious	rɪˈlɪdʒəs
religiousness	rɪˈlɪdʒəsnəs
remade	ˌriːˈmeɪd
relive	ˌriːˈlɪv
reload	ˌriːˈləʊd
relocate	ˌriːləʊˈkeɪt
relocation	ˌriːləʊˈkeɪʃn
rem	ˌɑːr iː ˈem
rely	rɪˈlaɪ
remainder	rɪˈmeɪndə(r)
remake	ˈriːmeɪk
remaining	rɪˈmeɪnɪŋ
remains	rɪˈmeɪnz
remark	rɪˈmɑːk
remand	rɪˈmɑːnd
rematch	ˈriːmætʃ
remaster	ˌriːˈmɑːstə(r)
remedial	rɪˈmiːdiəl
remedy	ˈremədi
remediable	rɪˈmiːdiəbl
remap	ˌriːˈmæp
remarry	ˌriːˈmæri
remarriage	ˌriːˈmærɪdʒ
remediation	rɪˌmiːdiˈeɪʃn
remediate	rɪˈmiːdieɪt
remember	rɪˈmembə(r)
remarkable	rɪˈmɑːkəbl
remarkably	rɪˈmɑːkəbli
remind	rɪˈmaɪnd
remain	rɪˈmeɪn
reminiscent	ˌremɪˈnɪsnt
remission	rɪˈmɪʃn
remembrance	rɪˈmembrəns
remiss	rɪˈmɪs
remix	ˌriːˈmɪks
remit	ˈriːmɪt
reminisce	ˌremɪˈnɪs
remittance	rɪˈmɪtns
reminder	rɪˈmaɪndə(r)
reminiscence	ˌremɪˈnɪsns
remnant	ˈremnənt
remodel	ˌriːˈmɒdl
remote	rɪˈməʊt
remoteness	rɪˈməʊtnəs
remonstrance	rɪˈmɒnstrəns
remortgage	ˌriːˈmɔːɡɪdʒ
remorseless	rɪˈmɔːsləs
remorselessly	rɪˈmɔːsləsli
remonstrate	ˈremənstreɪt
remotely	rɪˈməʊtli
removable	rɪˈmuːvəbl
remorse	rɪˈmɔːs
remorseful	rɪˈmɔːsfl
removal	rɪˈmuːvl
remover	rɪˈmuːvə(r)
remunerative	rɪˈmjuːnərətɪv
remount	ˌriːˈmaʊnt
renal	ˈriːnl
remuneration	rɪˌmjuːnəˈreɪʃn
renascence	rɪˈnæsns
renascent	rɪˈnæsnt
renascent	rɪˈneɪsnt
remunerate	rɪˈmjuːnəreɪt
rename	ˌriːˈneɪm
rendition	renˈdɪʃn
rend	rend
rent	rent
renaissance	rɪˈneɪsns
renegade	ˈrenɪɡeɪd
renege	rɪˈniːɡ
renewable	rɪˈnjuːəbl
renewal	rɪˈnjuːəl
renewed	rɪˈnjuːd
render	ˈrendə(r)
renew	rɪˈnjuː
rendering	ˈrendərɪŋ
renounce	rɪˈnaʊns
remove	rɪˈmuːv
renowned	rɪˈnaʊnd
renown	rɪˈnaʊn
rendezvous	ˈrɒndɪvuː
rendezvous	ˈrɒndɪvuːz
rendezvous	ˈrɒndeɪvuːz
renovate	ˈrenəveɪt
renovation	ˌrenəˈveɪʃn
renter	ˈrentə(r)
rentier	ˈrɒntieɪ
renunciation	rɪˌnʌnsiˈeɪʃn
rent	rent
rennet	ˈrenɪt
renminbi	ˈrenmɪnbi
rental	ˈrentl
reopen	ˌriːˈəʊpən
reopening	ˌriːˈəʊpənɪŋ
reorganize	riˈɔːɡənaɪz
reorganization	riˌɔːɡənaɪˈzeɪʃn
reorient	ˌriːˈɔːrient
reorientation	ˌriːɔːriənˈteɪʃn
reoccur	ˌriːəˈkɜː(r)
repackage	ˌriːˈpækɪdʒ
reorder	ˌriːˈɔːdə(r)
rented	ˈrentɪd
repaid	rɪˈpeɪd
repair	rɪˈpeə(r)
repairman	rɪˈpeəmæn
repairmen	rɪˈpeəmen
repartee	ˌrepɑːˈtiː
repayment	rɪˈpeɪmənt
repatriate	ˌriːˈpætrieɪt
repatriation	ˌriːˌpætriˈeɪʃn
repeat	rɪˈpiːt
repeal	rɪˈpiːl
repayable	rɪˈpeɪəbl
repeatable	rɪˈpiːtəbl
repel	rɪˈpel
repent	rɪˈpent
repay	rɪˈpeɪ
repaid	rɪˈpeɪd
repeated	rɪˈpiːtɪd
repeatedly	rɪˈpiːtɪdli
repast	rɪˈpɑːst
repairable	rɪˈpeərəbl
repeater	rɪˈpiːtə(r)
repertoire	ˈrepətwɑː(r)
repentant	rɪˈpentənt
repercussion	ˌriːpəˈkʌʃn
repertory	ˈrepətri
repetition	ˌrepəˈtɪʃn
repetitious	ˌrepəˈtɪʃəs
repetitiously	ˌrepəˈtɪʃəsli
rephrase	ˌriːˈfreɪz
reparation	ˌrepəˈreɪʃn
replaceable	rɪˈpleɪsəbl
repellent	rɪˈpelənt
repentance	rɪˈpentəns
replacement	rɪˈpleɪsmənt
repetitive	rɪˈpetətɪv
repetitively	rɪˈpetətɪvli
replete	rɪˈpliːt
replenish	rɪˈplenɪʃ
replenishment	rɪˈplenɪʃmənt
reply	rɪˈplaɪ
replicate	ˈreplɪkeɪt
replication	ˌreplɪˈkeɪʃn
replica	ˈreplɪkə
reportedly	rɪˈpɔːtɪdli
replay	ˈriːpleɪ
repose	rɪˈpəʊz
report	rɪˈpɔːt
reporting	rɪˈpɔːtɪŋ
reporter	rɪˈpɔːtə(r)
repossess	ˌriːpəˈzes
reportage	rɪˈpɔːtɪdʒ
repository	rɪˈpɒzətri
repossession	ˌriːpəˈzeʃn
reprehensible	ˌreprɪˈhensəbl
representation	ˌreprɪzenˈteɪʃn
representational	ˌreprɪzenˈteɪʃnl
repressed	rɪˈprest
repressive	rɪˈpresɪv
repressively	rɪˈpresɪvli
repress	rɪˈpres
reprieve	rɪˈpriːv
reprimand	ˈreprɪmɑːnd
reprise	rɪˈpriːz
reprisal	rɪˈpraɪzl
represent	ˌreprɪˈzent
representative	ˌreprɪˈzentətɪv
repro	ˈriːprəʊ
reproachful	rɪˈprəʊtʃfl
reproachfully	rɪˈprəʊtʃfəli
reprint	ˌriːˈprɪnt
reprobate	ˈreprəbeɪt
repression	rɪˈpreʃn
reproductive	ˌriːprəˈdʌktɪv
reproach	rɪˈprəʊtʃ
reprove	rɪˈpruːv
reproving	rɪˈpruːvɪŋ
republican	rɪˈpʌblɪkən
republic	rɪˈpʌblɪk
reprocess	riːˈprəʊses
replace	rɪˈpleɪs
reptile	ˈreptaɪl
reptilian	repˈtɪliən
reproduction	ˌriːprəˈdʌkʃn
reproof	rɪˈpruːf
reproduce	ˌriːprəˈdjuːs
reproducible	ˌriːprəˈdjuːsəbl
reprographics	ˌriːprəˈɡræfɪks
repulse	rɪˈpʌls
repugnance	rɪˈpʌɡnəns
repudiate	rɪˈpjuːdieɪt
repudiation	rɪˌpjuːdiˈeɪʃn
reputation	ˌrepjuˈteɪʃn
reputable	ˈrepjətəbl
repulsive	rɪˈpʌlsɪv
repulsively	rɪˈpʌlsɪvli
require	rɪˈkwaɪə(r)
requirement	rɪˈkwaɪəmənt
requiem	ˈrekwiəm
requisite	ˈrekwɪzɪt
repulsion	rɪˈpʌlʃn
request	rɪˈkwest
requite	rɪˈkwaɪt
reputed	rɪˈpjuːtɪd
reputedly	rɪˈpjuːtɪdli
repugnant	rɪˈpʌɡnənt
repute	rɪˈpjuːt
requisition	ˌrekwɪˈzɪʃn
rerun	ˈriːrʌn
resale	ˈriːseɪl
rescind	rɪˈsɪnd
rescue	ˈreskjuː
rescuer	ˈreskjuːə(r)
reschedule	ˌriːˈʃedjuːl
rescheduling	ˌriːˈʃedjuːlɪŋ
rescission	rɪˈsɪʒn
resell	ˌriːˈsel
resold	ˌriːˈsəʊld
resemble	rɪˈzembl
resemblance	rɪˈzembləns
reserve	rɪˈzɜːv
resent	rɪˈzent
reservation	ˌrezəˈveɪʃn
resentment	rɪˈzentmənt
resect	rɪˈsekt
resection	rɪˈsekʃn
reservoir	ˈrezəvwɑː(r)
reserved	rɪˈzɜːvd
reset	ˌriːˈset
research	rɪˈsɜːtʃ
reservist	rɪˈzɜːvɪst
resentful	rɪˈzentfl
resentfully	rɪˈzentfəli
reshuffle	ˌriːˈʃʌfl
resettle	ˌriːˈsetl
resettlement	ˌriːˈsetlmənt
residence	ˈrezɪdəns
residency	ˈrezɪdənsi
residuary	rɪˈzɪdjuəri
residue	ˈrezɪdjuː
residuum	rɪˈzɪdjuəm
residua	rɪˈzɪdjuə
resigned	rɪˈzaɪnd
resignedly	rɪˈzaɪnɪdli
resilient	rɪˈzɪliənt
resiliently	rɪˈzɪliəntli
resister	rɪˈzɪstə(r)
reside	rɪˈzaɪd
resignation	ˌrezɪɡˈneɪʃn
resilience	rɪˈzɪliəns
residential	ˌrezɪˈdenʃl
residual	rɪˈzɪdjuəl
resistible	rɪˈzɪstəbl
resident	ˈrezɪdənt
resin	ˈrezɪn
resinous	ˈrezɪnəs
resist	rɪˈzɪst
resistive	rɪˈzɪstɪv
resistivity	ˌrɪzɪˈstɪvɪti
resistance	rɪˈzɪstəns
resolution	ˌrezəˈluːʃn
resolute	ˈrezəluːt
resolutely	ˈrezəluːtli
resize	ˌriːˈsaɪz
resort	rɪˈzɔːt
resolve	rɪˈzɒlv
resistor	rɪˈzɪstə(r)
resonance	ˈrezənəns
resonator	ˈrezəneɪtə(r)
resolved	rɪˈzɒlvd
resource	rɪˈsɔːs
resounding	rɪˈzaʊndɪŋ
resoundingly	rɪˈzaʊndɪŋli
respect	rɪˈspekt
respective	rɪˈspektɪv
respirator	ˈrespəreɪtə(r)
resound	rɪˈzaʊnd
respectful	rɪˈspektfl
respectfully	rɪˈspektfəli
respirometer	ˌrespɪˈrɒmɪtə(r)
resonant	ˈrezənənt
resonantly	ˈrezənəntli
respite	ˈrespaɪt
respectable	rɪˈspektəbl
resonate	ˈrezəneɪt
respecting	rɪˈspektɪŋ
respiratory	rəˈspɪrətri
resplendent	rɪˈsplendənt
resplendently	rɪˈsplendəntli
responsible	rɪˈspɒnsəbl
respecter	rɪˈspektə(r)
respectively	rɪˈspektɪvli
resourceful	rɪˈsɔːsfl
resourcefully	rɪˈsɔːsfəli
response	rɪˈspɒns
responsibility	rɪˌspɒnsəˈbɪləti
responsibly	rɪˈspɒnsəbli
responsive	rɪˈspɒnsɪv
responsively	rɪˈspɒnsɪvli
respire	rɪˈspaɪə(r)
respray	ˌriːˈspreɪ
restate	ˌriːˈsteɪt
restatement	ˌriːˈsteɪtmənt
respondent	rɪˈspɒndənt
respectability	rɪˌspektəˈbɪləti
respond	rɪˈspɒnd
respiration	ˌrespəˈreɪʃn
rest	rest
restaurateur	ˌrestərəˈtɜː(r)
restful	ˈrestfl
restaurant	ˈrestrɒnt
rested	ˈrestɪd
restive	ˈrestɪv
restiveness	ˈrestɪvnəs
restorative	rɪˈstɔːrətɪv
restrict	rɪˈstrɪkt
restorer	rɪˈstɔːrə(r)
restrictive	rɪˈstrɪktɪv
restart	ˌriːˈstɑːt
restitution	ˌrestɪˈtjuːʃn
restore	rɪˈstɔː(r)
restoration	ˌrestəˈreɪʃn
restraint	rɪˈstreɪnt
restricted	rɪˈstrɪktɪd
resultant	rɪˈzʌltənt
resurface	ˌriːˈsɜːfɪs
restroom	ˈrestruːm
restriction	rɪˈstrɪkʃn
restock	ˌriːˈstɒk
resurrect	ˌrezəˈrekt
resurgent	rɪˈsɜːdʒənt
resupply	ˌriːsəˈplaɪ
resupply	ˌriːsəˈplaɪ
retail	ˈriːteɪl
retailer	ˈriːteɪlə(r)
retailing	ˈriːteɪlɪŋ
retainer	rɪˈteɪnə(r)
restless	ˈrestləs
restlessly	ˈrestləsli
restructure	ˌriːˈstrʌktʃə(r)
restrained	rɪˈstreɪnd
restrain	rɪˈstreɪn
restring	ˌriːˈstrɪŋ
restrung	ˌriːˈstrʌŋ
retake	ˌriːˈteɪk
retook	ˌriːˈtʊk
retaken	ˌriːˈteɪkən
retaliate	rɪˈtælieɪt
retaliatory	rɪˈtæliətri
retain	rɪˈteɪn
retard	rɪˈtɑːd
retardation	ˌriːtɑːˈdeɪʃn
retaliation	rɪˌtæliˈeɪʃn
resurgence	rɪˈsɜːdʒəns
resurrection	ˌrezəˈrekʃn
retell	ˌriːˈtel
retold	ˌriːˈtəʊld
resuscitate	rɪˈsʌsɪteɪt
resuscitation	rɪˌsʌsɪˈteɪʃn
resumption	rɪˈzʌmpʃn
retentive	rɪˈtentɪv
resume	rɪˈzjuːm
rethink	ˌriːˈθɪŋk
rethought	ˌriːˈθɔːt
retch	retʃ
retention	rɪˈtenʃn
retest	ˌriːˈtest
reticent	ˈretɪsnt
reticence	ˈretɪsns
retaining	rɪˈteɪnɪŋ
result	rɪˈzʌlt
reticulated	rɪˈtɪkjuleɪtɪd
retarded	rɪˈtɑːdɪd
retina	ˈretɪnə
retinal	ˈretɪnl
reticule	ˈretɪkjuːl
retirement	rɪˈtaɪəmənt
retort	rɪˈtɔːt
retouch	ˌriːˈtʌtʃ
retrace	rɪˈtreɪs
retractable	rɪˈtræktəbl
retiree	rɪˌtaɪəˈriː
retinue	ˈretɪnjuː
retraction	rɪˈtrækʃn
retired	rɪˈtaɪəd
retract	rɪˈtrækt
retiring	rɪˈtaɪərɪŋ
retire	rɪˈtaɪə(r)
retrain	ˌriːˈtreɪn
retraining	ˌriːˈtreɪnɪŋ
retreat	rɪˈtriːt
retrench	rɪˈtrentʃ
retrenchment	rɪˈtrentʃmənt
retriever	rɪˈtriːvə(r)
retold	ˌriːˈtəʊld
retrial	ˌriːˈtraɪəl
retool	ˌriːˈtuːl
retrieval	rɪˈtriːvl
retribution	ˌretrɪˈbjuːʃn
retributive	rɪˈtrɪbjətɪv
retread	ˈriːtred
retro	ˈretrəʊ
retroactive	ˌretrəʊˈæktɪv
retroactively	ˌretrəʊˈæktɪvli
retroflex	ˈretrəfleks
retrograde	ˈretrəɡreɪd
returnee	rɪˌtɜːˈniː
returner	rɪˈtɜːnə(r)
retrovirus	ˈretrəʊvaɪrəs
return	rɪˈtɜːn
retrofit	ˈretrəʊfɪt
retrogressive	ˌretrəˈɡresɪv
returnable	rɪˈtɜːnəbl
retsina	retˈsiːnə
retrieve	rɪˈtriːv
retrievable	rɪˈtriːvəbl
reunify	ˌriːˈjuːnɪfaɪ
reunification	ˌriːˌjuːnɪfɪˈkeɪʃn
retry	ˌriːˈtraɪ
retrospection	ˌretrəˈspekʃn
retrospect	ˈretrəspekt
retrospective	ˌretrəˈspektɪv
retrospectively	ˌretrəˈspektɪvli
reusable	ˌriːˈjuːzəbl
reuse	ˌriːˈjuːz
reunion	ˌriːˈjuːniən
revamp	ˌriːˈvæmp
revalue	ˌriːˈvæljuː
revaluation	ˌriːvæljuˈeɪʃn
revanchism	rɪˈvæntʃɪzəm
revel	ˈrevl
revealing	rɪˈviːlɪŋ
revealingly	rɪˈviːlɪŋli
reunite	ˌriːjuːˈnaɪt
reveal	rɪˈviːl
revenge	rɪˈvendʒ
reveller	ˈrevələ(r)
revelry	ˈrevlri
revenue	ˈrevənjuː
reveille	rɪˈvæli
revelatory	ˌrevəˈleɪtəri
reverberation	rɪˌvɜːbəˈreɪʃn
reverie	ˈrevəri
reverend	ˈrevərənd
reverence	ˈrevərəns
reverential	ˌrevəˈrenʃl
reverentially	ˌrevəˈrenʃəli
reversible	rɪˈvɜːsəbl
reversibility	rɪˌvɜːsəˈbɪləti
reversal	rɪˈvɜːsl
reversion	rɪˈvɜːʃn
revere	rɪˈvɪə(r)
reviewer	rɪˈvjuːə(r)
reverent	ˈrevərənt
reverently	ˈrevərəntli
reverb	ˈriːvɜːb
reverberate	rɪˈvɜːbəreɪt
revelation	ˌrevəˈleɪʃn
review	rɪˈvjuː
revisionism	rɪˈvɪʒənɪzəm
revisionist	rɪˈvɪʒənɪst
revise	rɪˈvaɪz
revisit	ˌriːˈvɪzɪt
revival	rɪˈvaɪvl
revive	rɪˈvaɪv
revers	rɪˈvɪə(r)
revers	rɪˈvɪəz
revile	rɪˈvaɪl
revetment	rɪˈvetmənt
revivalism	rɪˈvaɪvəlɪzəm
reverse	rɪˈvɜːs
revision	rɪˈvɪʒn
revitalize	ˌriːˈvaɪtəlaɪz
revitalization	ˌriːˌvaɪtəlaɪˈzeɪʃn
revocation	ˌrevəˈkeɪʃn
revert	rɪˈvɜːt
revolutionary	ˌrevəˈluːʃənəri
revolting	rɪˈvəʊltɪŋ
revoltingly	rɪˈvəʊltɪŋli
revolution	ˌrevəˈluːʃn
revoke	rɪˈvəʊk
revivalist	rɪˈvaɪvəlɪst
revue	rɪˈvjuː
revolutionize	ˌrevəˈluːʃənaɪz
revolving	rɪˈvɒlvɪŋ
reward	rɪˈwɔːd
rewarding	rɪˈwɔːdɪŋ
rewind	ˌriːˈwaɪnd
rewound	ˌriːˈwaʊnd
revolve	rɪˈvɒlv
revivify	ˌriːˈvɪvɪfaɪ
reword	ˌriːˈwɜːd
rewording	ˌriːˈwɜːdɪŋ
revolt	rɪˈvəʊlt
rework	ˌriːˈwɜːk
reworking	ˌriːˈwɜːkɪŋ
revolver	rɪˈvɒlvə(r)
revulsion	rɪˈvʌlʃn
rhenium	ˈriːniəm
rhetorical	rɪˈtɒrɪkl
rhetorically	rɪˈtɒrɪkli
rhetorician	ˌretəˈrɪʃn
rheumy	ˈruːmi
rhino	ˈraɪnəʊ
rex	reks
rewire	ˌriːˈwaɪə(r)
rewrite	ˌriːˈraɪt
rewrote	ˌriːˈrəʊt
rewritten	ˌriːˈrɪtn
rhea	ˈriːə
rhinestone	ˈraɪnstəʊn
rhapsody	ˈræpsədi
rhapsodic	ræpˈsɒdɪk
rhomboid	ˈrɒmbɔɪd
rhinitis	raɪˈnaɪtɪs
rhinoceros	raɪˈnɒsərəs
rheumatology	ˌruːməˈtɒlədʒi
rhizome	ˈraɪzəʊm
rhodium	ˈrəʊdiəm
rheumatism	ˈruːmətɪzəm
rheumatic	ruˈmætɪk
rhyme	raɪm
rhododendron	ˌrəʊdəˈdendrən
rhubarb	ˈruːbɑːb
rhapsodize	ˈræpsədaɪz
rhombus	ˈrɒmbəs
rhetoric	ˈretərɪk
ria	ˈriːə
rho	rəʊ
rhythmic	ˈrɪðmɪk
rhythmically	ˈrɪðmɪkli
rib	rɪb
ribald	ˈrɪbld
ribbing	ˈrɪbɪŋ
ribbed	rɪbd
rice	raɪs
ribaldry	ˈrɪbldri
ricin	ˈraɪsɪn
ribbon	ˈrɪbən
rick	rɪk
richly	ˈrɪtʃli
rickety	ˈrɪkəti
rid	rɪd
ricochet	ˈrɪkəʃeɪ
ricocheting	ˈrɪkəʃeɪɪŋ
ricocheted	ˈrɪkəʃeɪd
ricochetting	ˈrɪkəʃetɪŋ
ricochetted	ˈrɪkəʃetɪd
ride	raɪd
rode	rəʊd
ridden	ˈrɪdn
rickshaw	ˈrɪkʃɔː
rictus	ˈrɪktəs
ridden	ˈrɪdn
ridicule	ˈrɪdɪkjuːl
ridged	rɪdʒd
riboflavin	ˌraɪbəˈfleɪvɪn
rider	ˈraɪdə(r)
riches	ˈrɪtʃɪz
richness	ˈrɪtʃnəs
riddance	ˈrɪdns
ridiculous	rɪˈdɪkjələs
ridiculously	rɪˈdɪkjələsli
riding	ˈraɪdɪŋ
rifle	ˈraɪfl
riff	rɪf
rickets	ˈrɪkɪts
rift	rɪft
righto	ˈraɪtəʊ
rhythm	ˈrɪðəm
rifleman	ˈraɪflmən
riflemen	ˈraɪflmən
riffle	ˈrɪfl
righteous	ˈraɪtʃəs
righteously	ˈraɪtʃəsli
rightmost	ˈraɪtməʊst
ridge	rɪdʒ
riddle	ˈrɪdl
rightly	ˈraɪtli
right	raɪt
rightness	raɪtnəs
rightward	ˈraɪtwəd
rightful	ˈraɪtfl
rightfully	ˈraɪtfəli
rightist	ˈraɪtɪst
rife	raɪf
rigorous	ˈrɪɡərəs
rigorously	ˈrɪɡərəsli
rile	raɪl
rill	rɪl
rime	raɪm
rigmarole	ˈrɪɡmərəʊl
rigour	ˈrɪɡə(r)
rimless	ˈrɪmləs
ringed	rɪŋd
ringside	ˈrɪŋsaɪd
rinse	rɪns
ringtoss	ˈrɪŋtɒs
rink	rɪŋk
rinderpest	ˈrɪndəpest
rigging	ˈrɪɡɪŋ
ringing	ˈrɪŋɪŋ
rim	rɪm
rigid	ˈrɪdʒɪd
rigidity	rɪˈdʒɪdəti
ringlet	ˈrɪŋlət
rig	rɪɡ
rich	rɪtʃ
rip	rɪp
riotously	ˈraɪətəsli
ringleader	ˈrɪŋliːdə(r)
riot	ˈraɪət
ringer	ˈrɪŋə(r)
riparian	raɪˈpeəriən
ripcord	ˈrɪpkɔːd
rind	raɪnd
ripe	raɪp
ripeness	raɪpnəs
ripple	ˈrɪpl
ringmaster	ˈrɪŋmɑːstə(r)
riotous	ˈraɪətəs
ripen	ˈraɪpən
ripper	ˈrɪpə(r)
ringworm	ˈrɪŋwɜːm
riser	ˈraɪzə(r)
ripping	ˈrɪpɪŋ
risk	rɪsk
riposte	rɪˈpɒst
risible	ˈrɪzəbl
risky	ˈrɪski
riskily	ˈrɪskɪli
ritzy	ˈrɪtsi
river	ˈrɪvə(r)
rivulet	ˈrɪvjələt
riviera	ˌrɪviˈeərə
risotto	rɪˈzɒtəʊ
ring	rɪŋ
rival	ˈraɪvl
rivet	ˈrɪvɪt
ritualize	ˈrɪtʃuəlaɪz
rite	raɪt
roadhouse	ˈrəʊdhaʊs
roadholding	ˈrəʊdhəʊldɪŋ
roadie	ˈrəʊdi
riverfront	ˈrɪvəfrʌnt
riven	ˈrɪvn
roadrunner	ˈrəʊdrʌnə(r)
ritualistic	ˌrɪtʃuəˈlɪstɪk
roadkill	ˈrəʊdkɪl
roadshow	ˈrəʊdʃəʊ
road	rəʊd
roaring	ˈrɔːrɪŋ
robe	rəʊb
robin	ˈrɒbɪn
robbery	ˈrɒbəri
roadworks	ˈrəʊdwɜːks
rivalry	ˈraɪvlri
riverbank	ˈrɪvəbæŋk
roan	rəʊn
riverine	ˈrɪvəraɪn
roast	rəʊst
robot	ˈrəʊbɒt
rise	raɪz
rising	ˈraɪzɪŋ
roach	rəʊtʃ
risque	ˈrɪskeɪ
riverside	ˈrɪvəsaɪd
ritual	ˈrɪtʃuəl
roasting	ˈrəʊstɪŋ
riveting	ˈrɪvɪtɪŋ
roadblock	ˈrəʊdblɒk
robotics	rəʊˈbɒtɪks
rocket	ˈrɒkɪt
roaming	ˈrəʊmɪŋ
roadster	ˈrəʊdstə(r)
rock	rɒk
roadworthy	ˈrəʊdwɜːði
roadworthiness	ˈrəʊdwɜːðinəs
robber	ˈrɒbə(r)
roadside	ˈrəʊdsaɪd
roam	rəʊm
roar	rɔː(r)
robotic	rəʊˈbɒtɪk
rockery	ˈrɒkəri
rocketry	ˈrɒkɪtri
rocker	ˈrɒkə(r)
rocky	ˈrɒki
roentgen	ˈrɜːntjən
roger	ˈrɒdʒə(r)
rogue	rəʊɡ
rockabilly	ˈrɒkəbɪli
roadway	ˈrəʊdweɪ
robust	rəʊˈbʌst
robustly	rəʊˈbʌstli
rococo	rəˈkəʊkəʊ
rod	rɒd
roistering	ˈrɔɪstərɪŋ
rob	rɒb
rollback	ˈrəʊlbæk
rollmop	ˈrəʊlmɒp
rockfall	ˈrɒkfɔːl
romance	rəʊˈmæns
rom	rɒm
romantic	rəʊˈmæntɪk
romantically	rəʊˈmæntɪkli
roll	rəʊl
rolling	ˈrəʊlɪŋ
roguish	ˈrəʊɡɪʃ
roguishly	ˈrəʊɡɪʃli
rollicking	ˈrɒlɪkɪŋ
rode	rəʊd
rodent	ˈrəʊdnt
rodeo	ˈrəʊdiəʊ
roe	rəʊ
romeo	ˈrəʊmiəʊ
roof	ruːf
romanticize	rəʊˈmæntɪsaɪz
roman	ˈrəʊmən
romaine	rəʊˈmeɪn
roller	ˈrəʊlə(r)
romanticism	rəʊˈmæntɪsɪzəm
romano	rəˈmɑːnəʊ
rollover	ˈrəʊləʊvə(r)
rook	rʊk
roost	ruːst
root	ruːt
rompers	ˈrɒmpəz
rookie	ˈrʊki
roomful	ˈruːmfʊl
rooster	ˈruːstə(r)
rooftop	ˈruːftɒp
roofer	ˈruːfə(r)
rookery	ˈrʊkəri
rooter	ˈruːtə(r)
rooted	ˈruːtɪd
rope	rəʊp
room	ruːm
roofing	ˈruːfɪŋ
roomer	ˈruːmə(r)
romp	rɒmp
roommate	ˈruːmmeɪt
rondo	ˈrɒndəʊ
roomy	ˈruːmi
roomie	ˈruːmi
role	rəʊl
rootless	ˈruːtləs
rootlessness	ˈruːtləsnəs
rosebud	ˈrəʊzbʌd
ropy	ˈrəʊpi
rose	rəʊz
rosary	ˈrəʊzəri
rosette	rəʊˈzet
rosin	ˈrɒzɪn
roseate	ˈrəʊziət
roster	ˈrɒstə(r)
roque	rəʊk
rot	rɒt
rota	ˈrəʊtə
rotary	ˈrəʊtəri
rosy	ˈrəʊzi
rosemary	ˈrəʊzməri
rotation	rəʊˈteɪʃn
rotational	rəʊˈteɪʃənl
rotisserie	rəʊˈtɪsəri
rotor	ˈrəʊtə(r)
rouble	ˈruːbl
roughage	ˈrʌfɪdʒ
rouge	ruːʒ
roti	ˈrəʊti
rosewood	ˈrəʊzwʊd
rotund	rəʊˈtʌnd
